id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/10/value,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/16/value,assist,shot_type,bodypart,type_of_play,distance_to_goal,angle_to_goal,shot_type_weight,inv_distance,angle_score,danger_score_fenwick,danger_score_corsi,isIntentionalAssist,RelatedPlayerId,isGoal,danger_score_logit
2826021695,556,15,2,58,7,65bdix24paj4i7niwm61pbrx9,1,88.1,42.8,2025-07-06T20:20:07.522Z,2025-07-06T20:23:40Z,5790092557.0,17.0,,5790092823.0,146.0,98.9,5790092559.0,56.0,Center,5790092841.0,233.0,455,5790092813.0,154.0,,5790092809.0,77.0,,5790092555.0,22.0,,5790092821.0,103.0,30.4,7qriv77djurpyvs986k0pppg4,I. Beney,5790092729.0,15.0,5790092825.0,147.0,49.5,5790092819.0,102.0,5790092733.0,328.0,,53.6,,,5790092815.0,55.0,555,5790092811.0,29.0,,,,,,,,,,,,,,,,,on_target,head,regular_play,13.908630414242811,31.175700495738596,1.0,0.8609136958575718,0.6536033278251268,0.8404464766905667,0.8404464766905667,True,-1,False,0.012790474939640264
2826021839,559,13,2,58,51,65bdix24paj4i7niwm61pbrx9,1,72.9,66.4,2025-07-06T20:20:52.054Z,2025-07-06T20:24:04Z,5790094073.0,103.0,4.2,5790093903.0,25.0,,5790094083.0,231.0,51.4,5790094075.0,215.0,,5790094069.0,75.0,,5790094071.0,102.0,28.6,5790093367.0,18.0,,5790093369.0,56.0,Center,7qriv77djurpyvs986k0pppg4,I. Beney,5790094081.0,230.0,5790093905.0,72.0,,5790094079.0,458.0,5790094077.0,328.0,,,98.8,,,,,,,,,,,,,,,,,,,,,,,missed,left_foot,from_corner,31.676016163652903,31.18090246403928,0.5,0.683239838363471,0.6535455281773412,0.6693595937985908,0.6693595937985908,False,-1,False,0.0
2826022877,484,13,2,63,5,aewmai6kvk2mousj7x17ivnc3,1,90.8,49.1,2025-07-06T20:25:05.467Z,2025-07-06T20:25:53Z,5790099613.0,103.0,16.7,5790099607.0,55.0,483,5790099601.0,75.0,,5790099443.0,328.0,,5790099605.0,154.0,,5790099249.0,56.0,Center,5790099611.0,102.0,30.8,5790099435.0,15.0,,9ov9x5gap2t34kv8clhwjqvh1,D. Brynjarsdóttir,5790099247.0,17.0,5790099615.0,230.0,98.5,5790099431.0,25.0,5790099619.0,231.0,,,,50.4,5790099603.0,29.0,,,,,,,,,,,,,,,,,,,,missed,head,from_corner,9.243916918709301,5.587243964204336,0.5,0.907560830812907,0.9379195115088407,0.844400185777815,0.844400185777815,True,-1,False,0.007329241274840063
2826023743,515,13,2,66,46,aewmai6kvk2mousj7x17ivnc3,1,87.2,29.1,2025-07-06T20:28:46.882Z,2025-07-06T20:30:11Z,5790104783.0,458.0,,5790104557.0,20.0,,5790104083.0,63.0,,5790104773.0,75.0,,5790104781.0,328.0,,5790104081.0,22.0,,5790104779.0,108.0,,5790104777.0,103.0,9.7,94ank639ipwrmf820jd76hwtm,H. Halldórsdóttir,5790104085.0,56.0,5790104785.0,230.0,98.4,5790104787.0,231.0,5790104775.0,102.0,,46.4,Center,38.8,,,,,,,,,,,,,,,,,,,,,,missed,right_foot,regular_play,24.508161905781506,58.515022623411156,0.5,0.7549183809421849,0.3498330819620983,0.6069172769655035,0.6069172769655035,False,-1,False,0.002663983034065191
2826026163,587,13,2,74,43,aewmai6kvk2mousj7x17ivnc3,1,78.4,34.2,2025-07-06T20:36:43.778Z,2025-07-06T20:38:14Z,5790117303.0,56.0,Center,5790117583.0,231.0,47.1,5790117573.0,215.0,,5790117301.0,18.0,,5790117577.0,391.0,,5790117395.0,160.0,,5790117581.0,230.0,97.8,5790119271.0,55.0,586,9vgflgmrmvq8i95t3n70sur55,S. Jónsdóttir,5790117397.0,72.0,5790119269.0,29.0,,5790117575.0,328.0,5790119267.0,77.0,,,,,5790117571.0,103.0,55.6,5790117569.0,102.0,69.6,,,,,,,,,,,,,,,,missed,left_foot,throw_in_set_piece,26.76191323504356,36.18477897677685,0.5,0.7323808676495644,0.5979469002580351,0.6723364171372364,0.6723364171372364,False,-1,False,0.0035371149615688606
2826026347,691,16,2,75,22,65bdix24paj4i7niwm61pbrx9,1,90.6,41.3,2025-07-06T20:37:22.520Z,2025-07-06T20:39:14Z,5790118993.0,375.0,75:21.533,5790119783.0,55.0,690,5790118989.0,374.0,2025-07-06 21:37:21.830,5790120945.0,133.0,,5790118267.0,22.0,,5790118269.0,17.0,,5790119791.0,214.0,,5790118271.0,56.0,Center,82attu22oztrh3s274g5yv1t5,G. Reuteler,5790118985.0,20.0,5790119795.0,231.0,46.2,5790119779.0,29.0,5790119777.0,76.0,,,,,5790119781.0,154.0,,5790119793.0,230.0,97.1,5790119787.0,102.0,53.6,5790119789.0,103.0,,,,,,,,2.5,,,goal,right_foot,regular_play,12.80820049811839,42.785244872680764,1.2,0.8719179950188161,0.524608390303547,0.8461497150985905,0.8461497150985905,True,-1,True,1.0
2826027415,623,15,2,78,41,aewmai6kvk2mousj7x17ivnc3,1,88.3,32.5,2025-07-06T20:40:41.883Z,2025-07-06T20:42:24Z,5790123813.0,56.0,Center,5790123809.0,22.0,,5790123949.0,328.0,,5790123947.0,103.0,17.1,5790123935.0,78.0,,5790123951.0,146.0,98.9,5790123941.0,55.0,622,5790123957.0,233.0,705,70n6epbcr1l9dvzqrddsbax2h,K. Vilhjálmsdóttir,5790123937.0,29.0,5790123945.0,102.0,48.8,5790123939.0,154.0,5790123811.0,63.0,,,,,5790123861.0,20.0,,5790123953.0,147.0,46.6,,,,,,,,,,,,,,,,on_target,right_foot,regular_play,21.05089071749697,56.23444400714208,1.0,0.7894910928250303,0.375172844365088,0.7283482904395385,0.7283482904395385,True,-1,False,0.008758576228022591
2826027543,709,14,2,79,12,65bdix24paj4i7niwm61pbrx9,1,80.9,31.0,2025-07-06T20:41:12.608Z,2025-07-06T20:42:50Z,5790124641.0,18.0,,5790124639.0,22.0,,5790125083.0,55.0,708,5790125095.0,231.0,48.4,5790125091.0,215.0,,5790124643.0,56.0,Center,5790125079.0,74.0,,5790125077.0,121.0,,6tm7ijy7e8qnrxoyz2irq23v8,L. Wandeler,5790125081.0,29.0,5790125093.0,230.0,99.0,5790124747.0,72.0,5790125087.0,102.0,,,,51.5,5790125089.0,103.0,39.2,,,,,,,,,,,,,,,,,,,post,left_foot,regular_play,26.94086115921315,44.84961772192842,0.7,0.7305913884078685,0.5016709142007953,0.682737829623386,0.682737829623386,False,-1,False,0.035728559101771105
2826028323,729,13,2,81,41,65bdix24paj4i7niwm61pbrx9,1,88.3,44.9,2025-07-06T20:43:41.574Z,2025-07-06T20:44:27Z,5790130343.0,230.0,99.3,5790130073.0,328.0,,5790130325.0,73.0,,5790129045.0,17.0,,5790129047.0,56.0,Center,5790130327.0,29.0,,5790130329.0,154.0,,5790130341.0,147.0,53.1,3420vq0z953hw7ndu07n7jy1g,S. Schertenleib,5790129043.0,22.0,5790130069.0,15.0,,5790130075.0,153.0,5790130337.0,103.0,,,,9.7,5790130345.0,231.0,49.3,5790130339.0,146.0,91.9,5790130335.0,102.0,61.0,5790130331.0,55.0,,,,,,,,728.0,,,missed,head,regular_play,12.763228431709592,23.55226367289465,0.5,0.872367715682904,0.7383081814122816,0.7704395406968461,0.7704395406968461,True,-1,False,0.006422483740454841
2826029885,789,15,2,86,53,65bdix24paj4i7niwm61pbrx9,1,94.8,58.7,2025-07-06T20:48:54.209Z,2025-07-06T20:49:19Z,5790137937.0,29.0,,5790137945.0,102.0,50.5,5790137939.0,154.0,,5790137941.0,55.0,788,5790138305.0,79.0,,5790137951.0,328.0,,5790137949.0,214.0,,5790137947.0,103.0,24.1,evuecbix95d4iyto12tckcmsq,A. Pilgrim,5790137745.0,20.0,5790138295.0,146.0,98.6,5790137525.0,22.0,5790138311.0,233.0,,,,689,5790137529.0,56.0,Center,5790137527.0,61.0,,5790138297.0,147.0,52.5,,,,,,,,,,,,,on_target,right_foot,regular_play,10.135580891098451,59.13319054886292,1.0,0.8986441910890155,0.34296454945707866,0.7623470412727298,0.7623470412727298,True,-1,False,0.014433352811825142
2826030229,804,13,2,88,7,65bdix24paj4i7niwm61pbrx9,1,76.7,69.4,2025-07-06T20:50:07.764Z,2025-07-06T20:50:15Z,5790139559.0,102.0,55.3,5790139551.0,74.0,,5790139563.0,215.0,,5790139555.0,55.0,803,5790139415.0,22.0,,5790139567.0,231.0,52.0,5790139553.0,29.0,,5790139565.0,230.0,98.8,evuecbix95d4iyto12tckcmsq,A. Pilgrim,5790139417.0,18.0,5790139419.0,56.0,Center,5790139467.0,20.0,5790139561.0,103.0,,,,72.2,,,,,,,,,,,,,,,,,,,,,,missed,right_foot,regular_play,30.319135871591065,39.78137524086861,0.5,0.6968086412840894,0.5579847195459042,0.6461188723774071,0.6461188723774071,False,-1,False,0.0008315572878791586
2826030659,818,16,2,89,40,65bdix24paj4i7niwm61pbrx9,1,80.2,52.8,2025-07-06T20:51:40.847Z,2025-07-06T20:52:57Z,5790142559.0,76.0,,5790142035.0,374.0,2025-07-06 21:51:39.594,5790142573.0,215.0,,5790142031.0,20.0,,5790142039.0,375.0,89:39.297,5790142563.0,133.0,,5790142575.0,230.0,99.0,5790142571.0,103.0,8.2,evuecbix95d4iyto12tckcmsq,A. Pilgrim,5790141627.0,18.0,5790141629.0,56.0,Center,5790142029.0,23.0,5790142569.0,102.0,,,,53.8,5790142565.0,55.0,817,5790142577.0,231.0,49.6,5790142561.0,29.0,,,,,,,,,,,,,,goal,right_foot,fast_break,19.99699977496624,8.049061701674496,1.2,0.8000300022503376,0.9105659810925056,0.9331817952278867,0.9331817952278867,False,-1,True,0.9903187234823837
2826031345,720,13,2,92,20,aewmai6kvk2mousj7x17ivnc3,1,98.0,59.7,2025-07-06T20:54:20.480Z,2025-07-06T20:54:42Z,5790145643.0,55.0,719,5790145653.0,231.0,54.9,5790145489.0,15.0,,5790145487.0,160.0,,5790145641.0,154.0,,5790145493.0,328.0,,5790145637.0,83.0,,5790145639.0,29.0,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,5790145391.0,56.0,5790145871.0,214.0,,5790145647.0,102.0,5790145869.0,61.0,,57.6,Center,,5790145649.0,103.0,6.9,5790145651.0,230.0,99.7,,,,,,,,,,,,,,,,missed,head,throw_in_set_piece,9.904039579888606,78.34970056246235,0.5,0.900959604201114,0.1294477715281962,0.5992181731389045,0.5992181731389045,True,-1,False,0.005676576220746824
