id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,shot_type,bodypart,type_of_play,distance_to_goal,angle_to_goal,shot_type_weight,inv_distance,angle_score,danger_score_fenwick,danger_score_corsi,isIntentionalAssist,RelatedPlayerId,isGoal,danger_score_logit
2825489003,489,15,2,48,45,52rvkys9wse9ip8a181ik4697,1,75.0,40.9,2025-07-04T17:13:35.415Z,2025-07-04T22:02:04Z,5787101077.0,103.0,8.9,5787101071.0,55.0,488,5787101069.0,29.0,,5787101057.0,72.0,,5787101075.0,102.0,50.8,5787101037.0,56.0,Center,5787101033.0,22.0,,5787101083.0,147.0,48.6,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,5787101087.0,233.0,5787101081.0,146.0,99.4,5787101035.0,18.0,,5787101079.0,215.0,5787101067.0,78.0,,,,,416,,,,,,,,,,,,,,,,,,,,on_target,left_foot,regular_play,26.604698833100894,20.00150593665385,1.0,0.7339530116689911,0.7777610451482906,0.8269095182120837,0.8269095182120837,False,-1,False,0.008326027288277195
2825489151,508,15,2,50,56,52rvkys9wse9ip8a181ik4697,1,84.3,47.9,2025-07-04T17:15:45.640Z,2025-07-04T22:06:50Z,5787101907.0,103.0,19,5787101911.0,100.0,,5787102111.0,23.0,,5787101905.0,102.0,49.4,5787101899.0,154.0,,5787101919.0,231.0,48.9,5787101901.0,55.0,507,5787101887.0,82.0,,3ddo1m631pf9ruzzpaujs9gph,F. Angeldahl,5787101897.0,29.0,5787101883.0,20.0,,5787101921.0,233.0,435,5787101913.0,146.0,5787101917.0,230.0,98.1,5787101915.0,147.0,,,5787101895.0,78.0,,5787101855.0,56.0,Center,5787101853.0,17.0,95.0,48.9,,5787101909.0,328.0,,,,,,,blocked,right_foot,fast_break,15.839823231336897,7.618546487568942,0.0,0.841601767686631,0.9153494834714562,0.7112455521160893,0.7112455521160893,True,-1,False,0.010372725605550805
2825489387,549,16,2,54,5,52rvkys9wse9ip8a181ik4697,1,88.6,34.2,2025-07-04T17:18:55.480Z,2025-07-04T22:13:14Z,5787103051.0,22.0,,5787279339.0,396.0,50.9,5787103271.0,102.0,54.1,5787103153.0,20.0,,5787279817.0,63.0,,5787103265.0,154.0,,5787103263.0,29.0,,5787103267.0,55.0,548,3ddo1m631pf9ruzzpaujs9gph,F. Angeldahl,5787103273.0,103.0,5787103277.0,231.0,47.7,5787103055.0,56.0,Center,5787103275.0,230.0,5787103163.0,375.0,54:04.942,5787103159.0,374.0,,7.6,5787103261.0,76.0,,5787279337.0,395.0,2.8,,,98.1,2025-07-04 18:18:54.515,,,,,,,,,,goal,right_foot,regular_play,19.483326204732087,54.188836077358744,1.2,0.8051667379526791,0.3979018213626806,0.7814372415898758,0.7814372415898758,True,-1,True,1.0
2825489459,464,15,2,55,38,ar8e9gyeyninjade4u79kapqm,1,85.2,38.8,2025-07-04T17:20:28.360Z,2025-07-04T22:15:01Z,5787104327.0,101.0,,5787103489.0,20.0,,5787103569.0,29.0,,5787103577.0,102.0,54.5,5787103573.0,55.0,463,5787281167.0,328.0,,5787103463.0,17.0,,5787103593.0,233.0,551,8rt7o6te5ltvzz2srt8kpu2g9,E. Snerle,5787103587.0,147.0,5787103583.0,82.0,,5787103465.0,56.0,Center,5787281165.0,76.0,5787103585.0,146.0,97.2,5787103589.0,230.0,,51.6,5787103571.0,154.0,,5787103461.0,22.0,,5787103579.0,103.0,,97.2,2.8,5787103591.0,231.0,47.3,,5787103581.0,100.0,,,blocked,right_foot,regular_play,18.560172412992287,37.11686068327029,0.0,0.8143982758700772,0.5875904368525524,0.6020364414037966,0.6020364414037966,True,-1,False,0.009553301399247932
2825489687,580,15,2,61,10,52rvkys9wse9ip8a181ik4697,1,92.1,57.3,2025-07-04T17:25:59.640Z,2025-07-04T22:24:20Z,5787104855.0,103.0,19,5787106017.0,55.0,588,5787106015.0,29.0,,5787104853.0,102.0,52.4,5787104857.0,328.0,,5787104869.0,231.0,48.0,5787104861.0,100.0,,5787104785.0,17.0,,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,5787104787.0,56.0,5787104851.0,76.0,,5787104849.0,25.0,,5787286871.0,214.0,5787104871.0,233.0,487,5787104867.0,230.0,,Center,5787104863.0,146.0,99.3,5787106965.0,108.0,,5787104813.0,20.0,,97.1,,5787104865.0,147.0,52.9,,5787104817.0,82.0,5787104925.0,101.0,blocked,right_foot,from_corner,10.756393447619887,42.7394980888587,0.0,0.8924360655238012,0.52511668790157,0.6145094325799915,0.6145094325799915,False,-1,False,0.014311524621060707
2825489915,610,13,2,64,31,52rvkys9wse9ip8a181ik4697,1,91.9,54.6,2025-07-04T17:29:21.111Z,2025-07-04T22:31:32Z,5787106209.0,102.0,60,5787106199.0,73.0,,5787106219.0,231.0,51.1,5787106211.0,103.0,15.3,5787106217.0,230.0,98.8,5787106213.0,214.0,,5787106203.0,154.0,,5787106197.0,15.0,,f135tye7finbsv8p0fqr8bi6t,M. Janogy,5787106135.0,56.0,5787106201.0,29.0,,5787106215.0,328.0,,5787106133.0,17.0,5787106131.0,22.0,,5787106205.0,55.0,,Center,,,,,,,,,,609,,,,,,,,,,missed,head,regular_play,9.315041599477693,29.592296359358002,0.5,0.9068495840052231,0.6711967071182444,0.7640988457375626,0.7640988457375626,True,-1,False,0.006519643323453968
2825490007,621,13,2,65,42,52rvkys9wse9ip8a181ik4697,1,90.9,39.9,2025-07-04T17:30:32.432Z,2025-07-04T22:34:00Z,5787106729.0,29.0,,5787106655.0,56.0,Center,5787106739.0,103.0,18.1,5787106653.0,17.0,,5787106651.0,22.0,,5787106743.0,231.0,47.1,5787106741.0,230.0,99.0,5787106687.0,328.0,,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,5787106683.0,15.0,5787106731.0,154.0,,5787106737.0,102.0,63.9,5787106733.0,55.0,5787106727.0,73.0,,,,,,,,,,,,,,620,,,,,,,,,,,missed,head,regular_play,13.594851966829205,47.981461219982215,0.5,0.864051480331708,0.46687265311130877,0.6856823880660758,0.6856823880660758,True,-1,False,0.004580349542934409
2825490125,640,13,2,66,57,52rvkys9wse9ip8a181ik4697,1,80.4,52.5,2025-07-04T17:31:47.368Z,2025-07-04T22:38:00Z,5787107315.0,18.0,,5787107467.0,458.0,,5787107393.0,102.0,40.7,5787107313.0,22.0,,5787107317.0,56.0,Center,5787107411.0,81.0,,5787293245.0,328.0,,5787107401.0,231.0,50.7,tjj9bi5fxsbn2xtdprqsaswl,J. Andersson,5787107337.0,72.0,5787107395.0,103.0,62.5,5787107399.0,230.0,98.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missed,left_foot,regular_play,19.758795509848262,7.268884921647516,0.5,0.8024120449015174,0.9192346119816943,0.7967352015551152,0.7967352015551152,False,-1,False,0.0043672885542075145
2825490425,677,13,2,71,51,52rvkys9wse9ip8a181ik4697,1,80.8,23.7,2025-07-04T17:36:40.840Z,2025-07-04T22:44:52Z,5787108879.0,22.0,,5787108883.0,56.0,Center,5787108881.0,18.0,,5787109089.0,102.0,57.5,5787109097.0,231.0,47.3,5787109083.0,29.0,,5787109005.0,20.0,,5787109093.0,215.0,,3ddo1m631pf9ruzzpaujs9gph,F. Angeldahl,5787109091.0,103.0,5787297355.0,77.0,,5787109085.0,55.0,676,5787109095.0,230.0,,,,,,,79.2,,,,,,,,,98.4,,,,,,,,,,,missed,right_foot,regular_play,32.562708732536365,53.86913468949301,0.5,0.6743729126746363,0.40145405900563325,0.5901853827715444,0.5901853827715444,False,-1,False,0.0
2825490745,714,15,2,76,55,52rvkys9wse9ip8a181ik4697,1,86.4,54.0,2025-07-04T17:41:45.208Z,2025-07-04T23:01:47Z,5787112791.0,82.0,,5787110733.0,56.0,Center,5787112841.0,154.0,,5787112713.0,17.0,,5787112859.0,231.0,49.8,5787112849.0,103.0,19,5787112789.0,328.0,,5787112783.0,24.0,,3qnkvefimj0i4kl78jucipnf9,L. Sembrant,5787305019.0,78.0,5787112861.0,233.0,598,5787112785.0,15.0,,5787112843.0,55.0,5787112847.0,102.0,48.7,5787112857.0,230.0,,,5787112853.0,146.0,87.9,5787112839.0,29.0,,5787112855.0,147.0,712,99.4,53.4,,,,,,,,,blocked,head,set_piece,14.176036117335475,16.38954033403479,0.0,0.8582396388266452,0.8178939962885023,0.6886640544172088,0.6886640544172088,True,-1,False,0.009688310981241548
2825490853,731,13,2,78,34,52rvkys9wse9ip8a181ik4697,1,91.2,52.5,2025-07-04T17:43:23.608Z,2025-07-04T23:05:58Z,5787111343.0,17.0,,5787111405.0,230.0,98.2,5787111393.0,73.0,,5787111341.0,22.0,,5787111397.0,103.0,11.1,5787111361.0,153.0,,5787111403.0,147.0,57.8,5787111395.0,102.0,60,ch8ce5l6elqfogji42wyyedat,R. Blomqvist,5787111407.0,231.0,5787111401.0,146.0,98.0,5787111345.0,56.0,Center,5787111357.0,20.0,5787111399.0,458.0,,,,,49.5,,,,,,,,,,,,,,,,,,,,missed,right_foot,regular_play,9.148223871331526,15.859366266605692,0.5,0.9085177612866847,0.8237848192599367,0.8105425502926549,0.8105425502926549,False,-1,False,0.010883905772980566
2825490989,623,14,2,80,13,ar8e9gyeyninjade4u79kapqm,1,81.3,33.0,2025-07-04T17:45:03.359Z,2025-07-04T23:10:12Z,5787112215.0,103.0,39.2,5787112103.0,56.0,Center,5787112195.0,72.0,,5787112205.0,74.0,,5787112101.0,18.0,,5787112217.0,215.0,,5787112221.0,231.0,48.0,5787112213.0,102.0,55.3,dz9ye5g98flhuscti7l8nillh,P. Harder,5787311191.0,113.0,5787112207.0,29.0,,5787112209.0,55.0,622,5787112219.0,230.0,5787112413.0,23.0,,,,,,,,,,,,,,98.2,,,,,,,,,,,post,left_foot,fast_break,25.27231687044146,42.27368900609373,0.7,0.7472768312955853,0.5302923443767362,0.697998435831255,0.697998435831255,False,-1,False,0.03539054043800968
2825490993,624,15,2,80,19,ar8e9gyeyninjade4u79kapqm,1,76.9,68.7,2025-07-04T17:45:09.039Z,2025-07-04T23:12:32Z,5787112175.0,233.0,749,5787112119.0,56.0,Center,5787112139.0,20.0,,5787112169.0,146.0,98.0,5787112171.0,147.0,52.9,5787112159.0,76.0,,5787112167.0,458.0,,5787112163.0,103.0,6.3,5xeqrq3iczzork08c28rmx3ah,J. Thomsen,5787112161.0,102.0,5787112575.0,22.0,,5787112165.0,215.0,,5787112117.0,18.0,,,,,,,53.3,,,,,,,,,,,,,,,,,,,,on_target,right_foot,regular_play,29.72036338943385,38.99099404250549,1.0,0.7027963661056615,0.5667667328610502,0.7511485663005796,0.7511485663005796,False,-1,False,0.004811474392324182
2825491245,650,15,2,85,17,ar8e9gyeyninjade4u79kapqm,1,91.2,49.3,2025-07-04T17:50:07.111Z,2025-07-04T23:20:17Z,5787113877.0,29.0,,5787113875.0,80.0,,5787113669.0,17.0,,5787113885.0,102.0,46.3,5787113895.0,230.0,99.4,5787113843.0,15.0,,5787113847.0,328.0,,5787113897.0,231.0,49.5,dz9ye5g98flhuscti7l8nillh,P. Harder,5787113893.0,147.0,5787113887.0,103.0,19,5787113919.0,233.0,775,5787113849.0,82.0,5787113889.0,100.0,,5787113671.0,56.0,,47.5,5787113881.0,55.0,648.0,5787113891.0,146.0,95.5,5787113841.0,25.0,,Center,,5787113879.0,154.0,,,,,,,blocked,head,from_corner,8.827797007181347,4.548042409125435,0.0,0.9117220299281865,0.9494661954541619,0.7495286706075232,0.7495286706075232,True,-1,False,0.012376200125592951
2825491249,651,15,2,85,20,ar8e9gyeyninjade4u79kapqm,1,86.2,52.8,2025-07-04T17:50:10.494Z,2025-07-04T17:56:22Z,5787113785.0,103.0,27.8,5787113701.0,56.0,Center,5787113747.0,25.0,,5787115489.0,114.0,,5787113791.0,146.0,98.8,5787113781.0,79.0,,5787113787.0,108.0,,5787113793.0,147.0,50,a9ds5lw4ekhfjzmlpax91mdw5,N. Nadim,5787113783.0,102.0,5787113749.0,20.0,,5787114967.0,233.0,777,5787115491.0,215.0,5787113789.0,458.0,,5787113699.0,17.0,,49.6,,,,,,,,,,,,,,,,,,,,on_target,right_foot,from_corner,14.081193131265541,11.469530332866896,1.0,0.8591880686873445,0.8725607740792567,0.9054434596987148,0.9054434596987148,False,-1,False,0.016443774579527604
2825491629,725,15,2,93,52,ar8e9gyeyninjade4u79kapqm,1,82.2,68.9,2025-07-04T17:58:42.333Z,2025-07-04T23:40:34Z,5787116029.0,146.0,98.8,5787116019.0,55.0,724,5787116009.0,20.0,,5787115987.0,22.0,,5787115991.0,56.0,Center,5787116035.0,233.0,841,5787116025.0,103.0,8.9,5787116031.0,147.0,52.9,5xeqrq3iczzork08c28rmx3ah,J. Thomsen,5787115989.0,18.0,5787116027.0,215.0,,5787116023.0,102.0,51.9,5787336025.0,76.0,5787116017.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,on_target,right_foot,regular_play,25.962472917655596,46.71679821128989,1.0,0.7403752708234441,0.48092446431900115,0.740427447625078,0.740427447625078,False,-1,False,0.005401650834204386
2825491645,847,13,2,94,23,52rvkys9wse9ip8a181ik4697,1,92.4,43.2,2025-07-04T17:59:12.631Z,2025-07-04T23:41:48Z,5787116189.0,103.0,61.1,5787116177.0,77.0,,5787116109.0,56.0,Center,5787116107.0,17.0,,5787116179.0,29.0,,5787116191.0,230.0,99.3,5787116147.0,328.0,,5787116181.0,154.0,,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,5787116143.0,15.0,5787116193.0,231.0,48.2,5787116187.0,102.0,62.7,5787116105.0,22.0,5787116183.0,55.0,845,,,,,,,,,,,,,,,,,,,,,,,,missed,head,regular_play,10.198039027185564,41.82016988013578,0.5,0.8980196097281443,0.5353314457762691,0.7198072776241384,0.7198072776241384,True,-1,False,0.006395186444658557
2825491725,742,13,2,96,10,ar8e9gyeyninjade4u79kapqm,1,91.0,45.4,2025-07-04T18:01:00.523Z,2025-07-04T23:53:32Z,5787116589.0,17.0,,5787116631.0,81.0,,5787116633.0,29.0,,5787116637.0,55.0,740,5787116645.0,230.0,99.0,5787116621.0,328.0,,5787116617.0,15.0,,5787116635.0,154.0,,dz9ye5g98flhuscti7l8nillh,P. Harder,5787116647.0,231.0,5787116643.0,103.0,41.7,5787116641.0,102.0,29.2,5787116591.0,56.0,5787116587.0,22.0,,,,,48.7,,,,,,,,,Center,,,,,,,,,,,missed,head,regular_play,10.107423014794623,27.072080237992772,0.5,0.8989257698520537,0.699199108466747,0.7693300404808456,0.7693300404808456,True,-1,False,0.006814771405102427
