id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/9/value,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/13/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2825495537,7,1,1,0,16,3rnbwff9k3b56l8m83rpa3kij,1,73.9,7.7,2025-07-04T19:01:34.606Z,2025-07-04T19:01:36Z,5787138807,141,7.9,5787138811,213,0.02,5787138809,212,8.0,5787138805,140,81.5,5787138803,56,Right,,,,,,,,,,c36h9olifkg6s63uktgf1puqd,S. Matysik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495549,8,1,1,0,18,3rnbwff9k3b56l8m83rpa3kij,1,81.5,7.9,2025-07-04T19:01:36.405Z,2025-07-04T19:01:38Z,5787138859,140,91.3,5787138865,213,0.69,5787138857,56,Right,5787138861,141,20.3,5787138863,212,13.3,,,,,,,,,,72k8bot1ynshrxvf926ga7euh,P. Tomasiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495551,9,1,1,0,20,3rnbwff9k3b56l8m83rpa3kij,0,94.6,18.8,2025-07-04T19:01:38.518Z,2025-07-04T22:51:38Z,5787138879,212,18.0,5787300943,225,,5787138875,140,98.6,5787138877,141,44.6,5787138881,213,1.34,5787138869,2,,5787138873,56,Center,5787300945,386,,76sdgmzs9ldvnnah6x7zlr7qh,A. Achcińska,5787300947,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495557,5,52,1,0,21,x0vuldayagbmwazqjgbozu0v,1,1.2,53.1,2025-07-04T19:01:39.200Z,2025-07-04T22:51:49Z,5787301109,376,,,,,,,,,,,,,,,,,,,,,,,6fi5hacjc8lj8zej0d2lfq66t,A. Berger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495591,6,1,1,0,32,x0vuldayagbmwazqjgbozu0v,1,9.5,51.6,2025-07-04T19:01:50.361Z,2025-07-04T19:56:00Z,5787139083,213,0.48,5787139073,123,,5787139077,140,31.9,5787139081,212,26.5,5787139079,141,69.5,5787195405,189,,5787139075,56,Back,,,,6fi5hacjc8lj8zej0d2lfq66t,A. Berger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495615,7,1,1,0,33,x0vuldayagbmwazqjgbozu0v,1,28.6,66.2,2025-07-04T19:01:51.216Z,2025-07-04T23:08:45Z,5787139197,56,Back,5787309179,189,,5787139203,212,24.4,5787139199,140,47.2,5787139205,213,0.64,5787139201,141,87.7,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495619,8,1,1,0,43,x0vuldayagbmwazqjgbozu0v,0,90,81.2,2025-07-04T19:02:01.040Z,2025-07-04T23:09:03Z,5787139209,2,,5787139217,141,48.4,5787139215,140,95.0,5787139211,155,,5787139219,212,22.9,5787309937,224,,5787139221,213,4.94,5787309939,72,,5uli2vvgaigz4yf05bwy81l2h,K. Bühl,5787139213,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495627,10,41,1,0,45,3rnbwff9k3b56l8m83rpa3kij,1,4.1,48.5,2025-07-04T19:02:03.319Z,2025-07-04T23:09:20Z,5787310289,141,47.0,5787310293,213,6.23,5787310295,378,,5787310291,212,18.7,5787310287,140,21.9,,,,,,,,,,dxojafbkfxjskl0ek4nucrnpx,K. Szemik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495629,11,1,1,0,46,3rnbwff9k3b56l8m83rpa3kij,0,22.2,44.8,2025-07-04T19:02:03.982Z,2025-07-04T23:09:36Z,5787139277,212,13.5,5787139279,213,0.40,5787139271,56,Back,5787139275,141,52.5,5787139269,155,,5787139273,140,34.0,,,,,,,76sdgmzs9ldvnnah6x7zlr7qh,A. Achcińska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825506435,307,83,1,0,49,3rnbwff9k3b56l8m83rpa3kij,0,33.8,50.1,2025-07-04T19:02:06.838Z,2025-07-04T20:02:20Z,5787200103,399,eyqhxpni376pocsunribu1jv9,,,,,,,,,,,,,,,,,,,,,,9hmgd3x5tekj4fnf0zju3i1ud,E. Pajor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495639,9,50,1,0,49,x0vuldayagbmwazqjgbozu0v,1,67.5,46.4,2025-07-04T19:02:07.584Z,2025-07-04T23:10:16Z,5787139323,286,,5787139361,233,12,5787139321,56,Center,,,,,,,,,,,,,,,,eyqhxpni376pocsunribu1jv9,E. Senß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495645,12,7,1,0,49,3rnbwff9k3b56l8m83rpa3kij,1,32.5,53.6,2025-07-04T19:02:07.585Z,2025-07-04T23:10:16Z,5787139337,285,,5787311239,178,,5787139339,233,9,5787139335,56,Back,5787311237,384,,,,,,,,,,,9hmgd3x5tekj4fnf0zju3i1ud,E. Pajor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495647,13,61,1,0,50,3rnbwff9k3b56l8m83rpa3kij,1,31.5,66.6,2025-07-04T19:02:08.167Z,2025-07-05T01:21:55Z,5787139343,56,Back,,,,,,,,,,,,,,,,,,,,,,3o1we6pb4axflmhkn1r0b01xx,E. Kamczyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825544883,1003,83,1,0,50,x0vuldayagbmwazqjgbozu0v,1,69.7,54.8,2025-07-04T19:02:08.409Z,2025-07-05T01:21:57Z,5787419663,399,76sdgmzs9ldvnnah6x7zlr7qh,,,,,,,,,,,,,,,,,,,,,,eyqhxpni376pocsunribu1jv9,E. Senß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495651,10,83,1,0,51,x0vuldayagbmwazqjgbozu0v,0,70.1,51.6,2025-07-04T19:02:08.938Z,2025-07-05T01:21:58Z,5787139389,399,76sdgmzs9ldvnnah6x7zlr7qh,,,,,,,,,,,,,,,,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495655,14,49,1,0,52,3rnbwff9k3b56l8m83rpa3kij,1,30.1,52.8,2025-07-04T19:02:10.391Z,2025-07-05T01:22:00Z,,,,,,,,,,,,,,,,,,,,,,,,,76sdgmzs9ldvnnah6x7zlr7qh,A. Achcińska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495657,15,1,1,0,52,3rnbwff9k3b56l8m83rpa3kij,1,30.1,52.8,2025-07-04T19:02:10.488Z,2025-07-05T01:22:01Z,5787139407,212,10.7,5787139405,141,39.4,5787139403,140,24.8,5787139401,56,Back,5787139409,213,4.16,,,,,,,,,,76sdgmzs9ldvnnah6x7zlr7qh,A. Achcińska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495665,16,1,1,0,53,3rnbwff9k3b56l8m83rpa3kij,0,23.8,40.1,2025-07-04T19:02:11.263Z,2025-07-05T01:22:31Z,5787139453,56,Center,5787139463,1,,5787139455,140,72.9,5787139459,212,53.6,5787139451,157,,5787139457,141,61.7,5787139461,213,0.28,,,,2u6w685ef24iwg0a43q64ibdg,E. Szymczak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495669,11,49,1,0,56,x0vuldayagbmwazqjgbozu0v,1,31.7,38.2,2025-07-04T19:02:13.881Z,2025-07-05T01:22:36Z,,,,,,,,,,,,,,,,,,,,,,,,,6fi5hacjc8lj8zej0d2lfq66t,A. Berger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495719,12,27,1,1,0,x0vuldayagbmwazqjgbozu0v,1,0,0,2025-07-04T19:02:18.697Z,2025-07-05T01:23:14Z,5787139745,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495717,17,27,1,1,0,3rnbwff9k3b56l8m83rpa3kij,1,0,0,2025-07-04T19:02:18.697Z,2025-07-05T01:23:18Z,5787139775,233,12,5787139773,53,76sdgmzs9ldvnnah6x7zlr7qh,5787139771,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495745,13,28,1,1,20,x0vuldayagbmwazqjgbozu0v,1,0,0,2025-07-04T19:02:38.745Z,2025-07-05T01:23:26Z,5787139881,55,12,5787139885,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495743,18,28,1,1,20,3rnbwff9k3b56l8m83rpa3kij,1,0,0,2025-07-04T19:02:38.745Z,2025-07-05T01:23:22Z,5787139877,55,17,5787139889,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495751,14,68,1,1,25,x0vuldayagbmwazqjgbozu0v,1,28.9,47.9,2025-07-04T19:02:42.952Z,2025-07-05T01:23:40Z,5787195495,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495747,19,68,1,1,25,3rnbwff9k3b56l8m83rpa3kij,0,67.8,53.4,2025-07-04T19:02:43.744Z,2025-07-05T01:23:42Z,5787422143,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495757,15,1,1,1,29,x0vuldayagbmwazqjgbozu0v,1,28.9,45.6,2025-07-04T19:02:47.641Z,2025-07-05T01:23:55Z,5787139907,56,Back,5787139913,212,14.5,5787139915,213,0.76,5787139911,141,60.3,5787139909,140,38.9,,,,,,,,,,6fi5hacjc8lj8zej0d2lfq66t,A. Berger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495763,16,1,1,1,33,x0vuldayagbmwazqjgbozu0v,1,43,57.9,2025-07-04T19:02:51.776Z,2025-07-04T19:02:53Z,5787139937,212,16.5,5787139935,141,33.8,5787139933,140,41.2,5787139931,56,Back,5787139939,213,4.60,,,,,,,,,,96m4k5sb92ttshdu7ktfm2aqd,R. Knaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495771,17,1,1,1,35,x0vuldayagbmwazqjgbozu0v,1,44.1,32.2,2025-07-04T19:02:53.664Z,2025-07-04T19:02:55Z,5787139975,140,44.0,5787139973,56,Back,5787139979,212,17.4,5787139977,141,57.8,5787139981,213,1.58,,,,,,,,,,2ij21gq2d0xqcyho9t49glkvd,J. Minge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495785,18,1,1,1,38,x0vuldayagbmwazqjgbozu0v,1,44,57.9,2025-07-04T19:02:55.888Z,2025-07-04T19:02:59Z,5787140073,140,55.3,5787140079,213,1.03,5787140071,56,Left,5787140075,141,86.7,5787140077,212,22.9,,,,,,,,,,96m4k5sb92ttshdu7ktfm2aqd,R. Knaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495797,19,1,1,1,41,x0vuldayagbmwazqjgbozu0v,1,59.7,87.9,2025-07-04T19:02:59.024Z,2025-07-04T19:03:01Z,5787140141,212,12.8,5787140137,140,69.8,5787140143,213,0.59,5787140139,141,98.4,5787140135,56,Left,,,,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495805,20,1,1,1,43,x0vuldayagbmwazqjgbozu0v,1,71.3,98,2025-07-04T19:03:01.152Z,2025-07-04T19:03:02Z,5787140187,56,Left,5787140195,213,4.53,5787140193,212,7.6,5787140189,140,70.0,5787140191,141,87.0,,,,,,,,,,1l4s1w66pir9xk79jp78bxnmx,S. Linder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495811,21,1,1,1,44,x0vuldayagbmwazqjgbozu0v,1,70.4,87.8,2025-07-04T19:03:02.720Z,2025-07-04T19:03:05Z,5787140223,141,92.3,5787140219,56,Left,5787140221,140,63.5,5787140225,212,7.9,5787140227,213,2.74,,,,,,,,,,5uli2vvgaigz4yf05bwy81l2h,K. Bühl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495823,22,1,1,1,47,x0vuldayagbmwazqjgbozu0v,1,63.6,90.6,2025-07-04T19:03:05.376Z,2025-07-04T19:03:09Z,5787140299,213,4.45,5787140291,56,Center,5787140295,141,44.0,5787140297,212,32.8,5787140301,1,,5787140293,140,55.5,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495837,23,1,1,1,51,x0vuldayagbmwazqjgbozu0v,1,55.5,45.1,2025-07-04T19:03:09.040Z,2025-07-04T19:03:11Z,5787140369,140,71.3,5787140373,212,32.1,5787140367,56,Right,5787140371,141,4.7,5787140375,213,5.26,5787140377,1,,,,,,,,2ij21gq2d0xqcyho9t49glkvd,J. Minge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495841,24,1,1,1,54,x0vuldayagbmwazqjgbozu0v,0,72.3,6.1,2025-07-04T19:03:11.856Z,2025-07-04T19:03:12Z,5787140387,141,29.2,5787140389,212,15.8,5787140383,56,Center,5787140391,213,1.44,5787140385,140,74.3,,,,,,,,,,4e5uudlm9l34xd07i6dlus6ax,G. Gwinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495847,20,1,1,1,55,3rnbwff9k3b56l8m83rpa3kij,1,26.8,73.2,2025-07-04T19:03:13.312Z,2025-07-05T01:25:01Z,5787423617,212,9.3,5787423613,140,17.9,5787423615,141,73.4,5787423619,213,3.13,5787140409,56,Back,,,,,,,,,,3o1we6pb4axflmhkn1r0b01xx,E. Kamczyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495857,21,49,1,1,56,3rnbwff9k3b56l8m83rpa3kij,1,20.6,77.8,2025-07-04T19:03:14.505Z,2025-07-04T19:03:14Z,,,,,,,,,,,,,,,,,,,,,,,,,3bg4ewc3n4ytybr96lc313ahh,M. Wiankowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495887,22,1,1,1,58,3rnbwff9k3b56l8m83rpa3kij,0,22.4,79.1,2025-07-04T19:03:16Z,2025-07-04T19:03:20Z,5787140593,141,83.2,5787140599,1,,5787140591,140,75.4,5787140595,212,55.7,5787140589,56,Left,5787140597,213,0.05,5787140587,155,,,,,3bg4ewc3n4ytybr96lc313ahh,M. Wiankowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825545741,1004,49,1,2,3,x0vuldayagbmwazqjgbozu0v,1,24.5,14.7,2025-07-04T19:03:21.182Z,2025-07-05T01:25:38Z,,,,,,,,,,,,,,,,,,,,,,,,,2ij21gq2d0xqcyho9t49glkvd,J. Minge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495901,25,1,1,2,3,x0vuldayagbmwazqjgbozu0v,1,25.5,15.7,2025-07-04T19:03:21.744Z,2025-07-04T19:03:23Z,5787140673,140,12.3,5787140677,212,20.7,5787140675,141,38.3,5787140671,56,Back,5787140679,213,2.30,,,,,,,,,,2ij21gq2d0xqcyho9t49glkvd,J. Minge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495905,26,43,1,2,5,x0vuldayagbmwazqjgbozu0v,1,0,0,2025-07-04T19:03:23.073Z,2025-07-05T01:25:31Z,5787424299,144,49,,,,,,,,,,,,,,,,,,,,,,6fi5hacjc8lj8zej0d2lfq66t,A. Berger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495937,27,1,1,2,5,x0vuldayagbmwazqjgbozu0v,1,13.2,37.6,2025-07-04T19:03:23.328Z,2025-07-04T19:03:31Z,5787140829,140,22.6,5787140833,212,11.1,5787140827,56,Back,5787140831,141,45.2,5787140835,213,0.48,,,,,,,,,,6fi5hacjc8lj8zej0d2lfq66t,A. Berger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495931,23,43,1,2,12,3rnbwff9k3b56l8m83rpa3kij,1,0,0,2025-07-04T19:03:29.896Z,2025-07-04T19:24:47Z,5787170131,144,49,,,,,,,,,,,,,,,,,,,,,,72k8bot1ynshrxvf926ga7euh,P. Tomasiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495951,28,1,1,2,13,x0vuldayagbmwazqjgbozu0v,1,33.3,60.1,2025-07-04T19:03:31.792Z,2025-07-05T01:25:54Z,5787140945,212,17.5,5787140941,140,32.9,5787140939,56,Back,5787140947,213,4.69,5787140943,141,34.4,,,,,,,,,,96m4k5sb92ttshdu7ktfm2aqd,R. Knaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495955,29,1,1,2,17,x0vuldayagbmwazqjgbozu0v,1,37.7,28.4,2025-07-04T19:03:35.776Z,2025-07-04T19:03:37Z,5787140963,56,Back,5787140971,213,5.32,5787140965,140,44.0,5787140969,212,11.6,5787140967,141,14.3,,,,,,,,,,2ij21gq2d0xqcyho9t49glkvd,J. Minge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495961,30,1,1,2,19,x0vuldayagbmwazqjgbozu0v,1,44,14.3,2025-07-04T19:03:37.376Z,2025-07-04T19:03:40Z,5787141009,212,9.8,5787141005,140,38.0,5787141007,141,25.3,5787141011,213,2.27,5787141003,56,Back,,,,,,,,,,4e5uudlm9l34xd07i6dlus6ax,G. Gwinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495963,31,1,1,2,22,x0vuldayagbmwazqjgbozu0v,1,37.8,27.4,2025-07-04T19:03:40.048Z,2025-07-04T19:03:43Z,5787141021,212,29.3,5787141019,141,70.2,5787141015,56,Back,5787141017,140,41.2,5787141023,213,1.45,,,,,,,,,,2ij21gq2d0xqcyho9t49glkvd,J. Minge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825495977,32,1,1,2,25,x0vuldayagbmwazqjgbozu0v,1,43.5,69.6,2025-07-04T19:03:43.072Z,2025-07-04T19:03:46Z,5787141107,212,22.7,5787141109,213,0.92,5787141101,56,Left,5787141105,141,96.2,5787141103,140,56.6,,,,,,,,,,96m4k5sb92ttshdu7ktfm2aqd,R. Knaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825496005,33,1,1,2,28,x0vuldayagbmwazqjgbozu0v,1,56.2,96.9,2025-07-04T19:03:46.432Z,2025-07-04T19:03:50Z,5787141215,141,81.9,5787141213,140,44.4,5787141219,213,3.83,5787141211,56,Back,5787141217,212,16.0,,,,,,,,,,1l4s1w66pir9xk79jp78bxnmx,S. Linder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
