id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2825483529,5,1,1,0,14,ar8e9gyeyninjade4u79kapqm,0,32.1,89.4,2025-07-04T16:02:51.502Z,2025-07-04T16:10:51Z,5787070579,213,0.38,5787070577,212,2.7,5787070573,140,34.5,5787070575,141,90.9,5787070571,56,Back,,,,,,,,,,8rt7o6te5ltvzz2srt8kpu2g9,E. Snerle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483533,7,61,1,0,14,52rvkys9wse9ip8a181ik4697,1,62.3,7.4,2025-07-04T16:02:51.503Z,2025-07-04T20:43:29Z,5787070595,56,Right,,,,,,,,,,,,,,,,,,,,,,auyj06nha2syoygo7prfadobu,H. Lundkvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483537,6,1,1,0,16,ar8e9gyeyninjade4u79kapqm,0,45.7,90.8,2025-07-04T16:02:54.061Z,2025-07-04T20:43:34Z,5787070633,140,65.1,5787070637,212,20.4,5787070631,56,Left,5787070635,141,91.2,5787070639,213,0.01,,,,,,,,,,dz9ye5g98flhuscti7l8nillh,P. Harder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483541,8,8,1,0,17,52rvkys9wse9ip8a181ik4697,1,31.3,9.2,2025-07-04T16:02:55.210Z,2025-07-04T20:43:38Z,5787070653,56,Back,5787242531,384,,,,,,,,,,,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483545,9,50,1,0,20,52rvkys9wse9ip8a181ik4697,1,40.5,5.4,2025-07-04T16:02:57.966Z,2025-07-04T16:10:20Z,5787070677,233,7,5787070669,56,Back,5787070671,286,,,,,,,,,,,,,,,,,auyj06nha2syoygo7prfadobu,H. Lundkvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483543,7,7,1,0,20,ar8e9gyeyninjade4u79kapqm,0,59.5,94.6,2025-07-04T16:02:57.967Z,2025-07-04T20:43:43Z,5787070673,233,9,5787242587,385,,5787070665,56,Left,5787070667,285,,,,,,,,,,,,,,dz9ye5g98flhuscti7l8nillh,P. Harder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483547,10,1,1,0,21,52rvkys9wse9ip8a181ik4697,1,40.6,4.7,2025-07-04T16:02:58.938Z,2025-07-04T20:43:51Z,5787070687,212,7.8,5787070683,140,47.7,5787070685,141,8.2,5787070681,56,Back,5787070689,213,0.31,,,,,,,,,,auyj06nha2syoygo7prfadobu,H. Lundkvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483549,11,49,1,0,22,52rvkys9wse9ip8a181ik4697,1,46.8,8.2,2025-07-04T16:03:00.377Z,2025-07-04T16:03:00Z,,,,,,,,,,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483555,12,1,1,0,23,52rvkys9wse9ip8a181ik4697,1,46.8,8.2,2025-07-04T16:03:00.585Z,2025-07-04T16:03:04Z,5787070707,140,52.6,5787070711,212,8.3,5787070713,213,0.74,5787070705,56,Right,5787070709,141,16.4,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483557,13,4,1,0,25,52rvkys9wse9ip8a181ik4697,1,54.6,21.6,2025-07-04T16:03:02.813Z,2025-07-04T16:03:58Z,5787070729,56,Center,5787070735,286,,5787070731,152,,5787070737,233,8,5787070727,13,,5787071065,295,,,,,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483551,8,4,1,0,25,ar8e9gyeyninjade4u79kapqm,0,45.4,78.4,2025-07-04T16:03:02.814Z,2025-07-04T16:03:08Z,5787070719,295,,5787070743,233,13,5787070725,285,,5787070721,56,Back,5787070717,13,,5787070723,152,,,,,,,,bqbs20rirfi1eh7k7ss4pt0ix,K. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483573,14,1,1,0,45,52rvkys9wse9ip8a181ik4697,1,53.8,16.7,2025-07-04T16:03:23.297Z,2025-07-04T20:44:37Z,5787070831,152,,5787070837,141,43.1,5787070833,56,Back,5787243051,189,,5787070839,212,20.0,5787070829,5,,5787070835,140,45.4,5787070841,213,2.03,auyj06nha2syoygo7prfadobu,H. Lundkvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483581,15,1,1,0,50,52rvkys9wse9ip8a181ik4697,1,45.1,43.1,2025-07-04T16:03:28.201Z,2025-07-04T16:03:32Z,5787070869,140,52.5,5787070871,141,15.9,5787070875,213,5.11,5787070873,212,20.1,5787070867,56,Right,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483583,16,1,1,0,54,52rvkys9wse9ip8a181ik4697,1,55.7,9.7,2025-07-04T16:03:32.410Z,2025-07-04T16:03:35Z,5787070889,213,0.05,5787070883,140,64.9,5787070887,212,9.7,5787070885,141,10.4,5787070881,56,Right,,,,,,,,,,auyj06nha2syoygo7prfadobu,H. Lundkvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483587,17,1,1,0,57,52rvkys9wse9ip8a181ik4697,1,67.4,11.9,2025-07-04T16:03:35.401Z,2025-07-04T16:03:37Z,5787070919,213,5.88,5787070915,141,4.3,5787070917,212,13.0,5787070913,140,78.8,5787070911,56,Right,,,,,,,,,,3ddo1m631pf9ruzzpaujs9gph,F. Angeldahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483593,18,1,1,1,0,52rvkys9wse9ip8a181ik4697,1,76.9,5.6,2025-07-04T16:03:37.673Z,2025-07-04T16:03:44Z,5787070953,212,7.3,5787070949,140,70.0,5787070951,141,6.5,5787070955,213,3.06,5787070947,56,Right,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483595,19,1,1,1,4,52rvkys9wse9ip8a181ik4697,0,72.8,7.1,2025-07-04T16:03:42.361Z,2025-07-04T16:03:52Z,5787070969,213,0.86,5787070959,155,,5787070967,212,22.7,5787070963,140,86.9,5787070961,56,Center,5787070965,141,32.5,,,,,,,auyj06nha2syoygo7prfadobu,H. Lundkvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483597,9,12,1,1,6,ar8e9gyeyninjade4u79kapqm,1,11.4,63.4,2025-07-04T16:03:44.317Z,2025-07-04T16:08:05Z,5787070979,213,1.11,5787070973,140,20.8,5787070977,212,22.2,5787070971,56,Back,5787070975,141,92.7,,,,,,,,,,1zl0fud1b9m596b1pieykfob9,S. Ballisager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483603,20,50,1,1,12,52rvkys9wse9ip8a181ik4697,1,90.8,7.2,2025-07-04T16:03:49.609Z,2025-07-04T16:03:54Z,5787071001,286,,5787070999,56,Right,5787071021,233,10,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483605,10,7,1,1,12,ar8e9gyeyninjade4u79kapqm,1,9.2,92.8,2025-07-04T16:03:49.610Z,2025-07-04T20:46:23Z,5787071007,285,,5787243643,385,,5787071003,167,,5787071011,233,20,5787071005,56,Back,,,,,,,,,,24i5v2hlbeen8brcaa79oqjft,S. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483609,11,5,1,1,12,ar8e9gyeyninjade4u79kapqm,0,7.8,101.8,2025-07-04T16:03:50.297Z,2025-07-04T16:10:16Z,5787071033,233,21,5787071025,347,,5787071023,56,Back,,,,,,,,,,,,,,,,24i5v2hlbeen8brcaa79oqjft,S. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483607,21,5,1,1,12,52rvkys9wse9ip8a181ik4697,1,92.2,-1.8,2025-07-04T16:03:50.297Z,2025-07-04T16:10:16Z,5787071029,233,11,5787071015,56,Right,5787071017,347,,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483615,22,1,1,1,18,52rvkys9wse9ip8a181ik4697,1,89.5,0,2025-07-04T16:03:55.627Z,2025-07-04T20:46:44Z,5787071067,107,,5787071077,213,1.99,5787071073,141,14.6,5787071069,56,Right,5787071075,212,11.5,5787071071,140,85.0,,,,,,,auyj06nha2syoygo7prfadobu,H. Lundkvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483621,23,1,1,1,21,52rvkys9wse9ip8a181ik4697,1,84.3,14.4,2025-07-04T16:03:59.273Z,2025-07-04T16:04:03Z,5787071089,56,Right,5787071095,212,6.3,5787071091,140,88.6,5787071097,213,5.51,5787071093,141,7.9,,,,,,,,,,3ddo1m631pf9ruzzpaujs9gph,F. Angeldahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483625,24,1,1,1,25,52rvkys9wse9ip8a181ik4697,1,81,5.3,2025-07-04T16:04:03.433Z,2025-07-04T16:04:04Z,5787071119,212,7.7,5787071115,140,74.0,5787071117,141,8.8,5787071113,56,Right,5787071121,213,2.83,,,,,,,,,,auyj06nha2syoygo7prfadobu,H. Lundkvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483627,25,1,1,1,27,52rvkys9wse9ip8a181ik4697,1,74,8.8,2025-07-04T16:04:04.713Z,2025-07-04T16:04:06Z,5787071125,56,Right,5787071129,141,9.5,5787071127,140,83.4,5787071131,212,9.9,5787071133,213,0.05,,,,,,,,,,8iu9bdow1xgzswzl78cbioyxh,J. Zigiotti Olme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483629,12,45,1,1,28,ar8e9gyeyninjade4u79kapqm,0,13.4,88.8,2025-07-04T16:04:06.217Z,2025-07-04T16:10:20Z,5787071137,56,Back,5787071161,233,26,5787071139,285,,,,,,,,,,,,,,,,,bqbs20rirfi1eh7k7ss4pt0ix,K. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483633,26,3,1,1,28,52rvkys9wse9ip8a181ik4697,1,86.6,11.2,2025-07-04T16:04:06.217Z,2025-07-04T20:47:16Z,5787071157,233,12,5787071153,56,Right,5787243953,465,,5787071155,286,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483635,27,1,1,1,31,52rvkys9wse9ip8a181ik4697,0,97.6,28.6,2025-07-04T16:04:08.986Z,2025-07-04T16:04:41Z,5787071173,213,2.10,5787071169,141,43.7,5787071241,195,,5787071171,212,11.9,5787071165,56,Center,5787071167,140,91.9,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483645,13,12,1,1,33,ar8e9gyeyninjade4u79kapqm,1,7,58.7,2025-07-04T16:04:10.541Z,2025-07-04T20:48:01Z,5787071219,141,58.9,5787071221,212,5.5,5787071217,140,12.2,5787071223,213,0.02,5787071215,56,Back,,,,,,,,,,5xeqrq3iczzork08c28rmx3ah,J. Thomsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483639,28,15,1,1,35,52rvkys9wse9ip8a181ik4697,1,88,42.1,2025-07-04T16:04:13.178Z,2025-07-04T20:48:18Z,5787071363,102,50.6,5787071423,233,15,5787071417,458,,5787071365,103,19,5787071281,72,,5787071375,231,48.4,5787071195,56,Center,5787071193,17,,3ddo1m631pf9ruzzpaujs9gph,F. Angeldahl,5787071285,82,5787071369,146,91.5,5787071371,147,44.6,5787071191,22,5787071373,230,98.8,5787071353,78,,,,,,,,,,,,,,,,,,,,,
2825483665,15,10,1,1,35,ar8e9gyeyninjade4u79kapqm,1,8.7,53.4,2025-07-04T16:04:13.278Z,2025-07-04T20:48:32Z,5787071397,233,28,5787071341,56,Back,5787071339,94,,,,,,,,,,,,,,,,,1zl0fud1b9m596b1pieykfob9,S. Ballisager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483663,14,6,1,1,36,ar8e9gyeyninjade4u79kapqm,0,2.9,56.6,2025-07-04T16:04:14.458Z,2025-07-04T20:48:45Z,5787071335,56,Back,5787071377,73,,5787071383,233,29,,,,,,,,,,,,,,,,1zl0fud1b9m596b1pieykfob9,S. Ballisager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483643,29,6,1,1,36,52rvkys9wse9ip8a181ik4697,1,97.1,43.4,2025-07-04T16:04:14.458Z,2025-07-04T16:10:23Z,5787071227,75,,5787071379,233,14,5787071225,56,Center,,,,,,,,,,,,,,,,3ddo1m631pf9ruzzpaujs9gph,F. Angeldahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483681,30,1,1,2,13,52rvkys9wse9ip8a181ik4697,0,99.5,0.5,2025-07-04T16:04:51.129Z,2025-07-04T20:48:50Z,5787071479,213,1.66,5787071467,155,,5787071463,2,,5787071465,6,,5787071475,141,47.0,5787071477,212,31.7,5787244645,72,,5787071473,140,96.8,tjj9bi5fxsbn2xtdprqsaswl,J. Andersson,5787071469,223,5787071471,56,Center,5787071489,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825484501,57,44,1,2,16,ar8e9gyeyninjade4u79kapqm,1,4,51.4,2025-07-04T16:04:53.552Z,2025-07-04T16:14:49Z,5787076307,285,,5787076305,56,Back,5787076311,233,54,,,,,,,,,,,,,,,,6m436tdkdxn7jy1dc0998wru1,M. Østergaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825484337,54,44,1,2,16,52rvkys9wse9ip8a181ik4697,0,96,48.6,2025-07-04T16:04:53.553Z,2025-07-04T16:14:49Z,5787076317,233,57,5787075215,56,Center,5787075217,286,,,,,,,,,,,,,,,,,f135tye7finbsv8p0fqr8bi6t,M. Janogy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483683,16,41,1,2,16,ar8e9gyeyninjade4u79kapqm,1,2.6,55.2,2025-07-04T16:04:54.405Z,2025-07-04T22:49:00Z,5787071487,213,5.76,5787071493,233,30,5787071483,141,31.0,5787071481,140,29.5,5787071485,212,32.7,5787244739,378,,,,,,,,6m436tdkdxn7jy1dc0998wru1,M. Østergaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483685,17,49,1,2,20,ar8e9gyeyninjade4u79kapqm,1,29.7,31,2025-07-04T16:04:58.333Z,2025-07-04T16:04:58Z,,,,,,,,,,,,,,,,,,,,,,,,,8rt7o6te5ltvzz2srt8kpu2g9,E. Snerle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483687,18,1,1,2,22,ar8e9gyeyninjade4u79kapqm,1,31.6,24.6,2025-07-04T16:05:00.350Z,2025-07-04T20:49:22Z,5787071497,155,,5787071505,212,45.0,5787071509,1,,5787071579,210,15,5787071503,141,17.6,5787071507,213,6.18,5787071501,140,74.2,5787071499,56,Right,8rt7o6te5ltvzz2srt8kpu2g9,E. Snerle,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2825483689,19,15,1,2,32,ar8e9gyeyninjade4u79kapqm,1,94.3,30.6,2025-07-04T16:05:09.853Z,2025-07-04T20:49:34Z,5787071553,82,,5787071549,20,,5787071589,102,45.3,5787071599,230,99.1,5787071595,146,95.4,5787071585,55,18,5787071603,233,31,5787245003,80,,5xeqrq3iczzork08c28rmx3ah,J. Thomsen,5787071601,231,5787071517,56,Center,5787071591,103,19,5787071547,23,5787071593,215,,5787071583,29,,44.9,5787071597,147,33.4,5787071515,62,,,,,,,,,,,,,,
2825483693,31,10,1,2,32,52rvkys9wse9ip8a181ik4697,1,4.6,65.9,2025-07-04T16:05:09.953Z,2025-07-04T16:05:23Z,5787071607,233,19,5787071527,94,,5787071529,56,Back,,,,,,,,,,,,,,,,8iu9bdow1xgzswzl78cbioyxh,J. Zigiotti Olme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483691,20,6,1,2,34,ar8e9gyeyninjade4u79kapqm,1,93,32,2025-07-04T16:05:12.111Z,2025-07-04T16:05:36Z,5787071539,233,32,5787071535,56,Center,5787071537,75,,,,,,,,,,,,,,,,,5xeqrq3iczzork08c28rmx3ah,J. Thomsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483695,32,6,1,2,34,52rvkys9wse9ip8a181ik4697,0,7,68,2025-07-04T16:05:12.111Z,2025-07-04T20:49:50Z,5787071533,73,,5787071545,233,20,5787071531,56,Back,,,,,,,,,,,,,,,,8iu9bdow1xgzswzl78cbioyxh,J. Zigiotti Olme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825483733,21,1,1,3,11,ar8e9gyeyninjade4u79kapqm,0,99.7,0.7,2025-07-04T16:05:48.621Z,2025-07-04T20:50:12Z,5787071779,213,1.65,5787071767,155,,5787071763,2,,5787071765,6,,5787072321,233,33,5787245335,72,,5787071775,141,47.2,5787071777,212,31.7,8kmne7pn10uwqe6g1kc4w69cl,K. Veje,5787071773,140,5787071769,223,,5787071771,56,Center,,,,,,,,,97.3,,,,,,,,,,,,,,,,,,,
2825483747,33,41,1,3,13,52rvkys9wse9ip8a181ik4697,0,3,55,2025-07-04T16:05:51.378Z,2025-07-04T20:51:21Z,5787072329,233,21,5787072375,213,0.74,5787246049,378,,5787072373,212,9.7,5787072371,141,64.6,5787072369,140,9.8,,,,,,,4wi12cbhl42oh50t3dxkwgct1,J. Falk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
