id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/14/value,qualifier/16/value,assist
2825434411,174,52,1,20,40,drt9red7q1dqqkq510znzyr0q,1,2.5,48.7,2025-07-03T16:23:04.995Z,2025-07-03T19:00:55Z,5786805573,378,,,,,,,,,,,,,,,,,,,,,,,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434413,175,80,1,20,51,drt9red7q1dqqkq510znzyr0q,0,3.9,48.7,2025-07-03T16:23:16.163Z,2025-07-03T16:23:16Z,,,,,,,,,,,,,,,,,,,,,,,,,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434415,176,1,1,20,57,drt9red7q1dqqkq510znzyr0q,1,5.3,49.6,2025-07-03T16:23:21.538Z,2025-07-03T16:23:22Z,5786789975,56,Back,5786789979,141,29.7,5786789983,213,5.01,5786789977,140,9.2,5786789981,212,14.1,,,,,,,,,,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434417,177,1,1,20,58,drt9red7q1dqqkq510znzyr0q,1,9.1,29.2,2025-07-03T16:23:22.754Z,2025-07-03T16:23:29Z,5786789997,141,45.1,5786790001,213,1.17,5786789993,56,Back,5786789995,140,13.5,5786789999,212,11.8,,,,,,,,,,cs3pg64kurip4uftscemh01k9,A. Tysiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434419,178,1,1,21,4,drt9red7q1dqqkq510znzyr0q,1,21.4,42.7,2025-07-03T16:23:28.979Z,2025-07-03T16:23:30Z,5786790007,140,33.5,5786790005,56,Back,5786790013,213,5.87,5786790011,212,13.8,5786790009,141,34.6,,,,,,,,,,4u9olqnk9orietagu35v6s355,S. Kees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434421,179,1,1,21,6,drt9red7q1dqqkq510znzyr0q,0,33.8,34.6,2025-07-03T16:23:30.370Z,2025-07-03T16:23:30Z,5786790025,213,0.81,5786790023,212,3.7,5786790019,140,36.2,5786790021,141,38.5,5786790017,56,Back,,,,,,,,,,6nttp222bjmjbgol4xgck8yj9,T. Wullaert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434423,143,8,1,21,8,c072llfz8v0kxjb0y9243dftx,1,58.2,62.7,2025-07-03T16:23:32.561Z,2025-07-03T19:01:07Z,5786805625,384,,5786790027,56,Center,5786790029,15,,,,,,,,,,,,,,,,,19cmbo4cc9cgh10wgotg3s0k5,E. Linari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434425,144,49,1,21,9,c072llfz8v0kxjb0y9243dftx,1,70.4,42.3,2025-07-03T16:23:34.154Z,2025-07-03T16:23:34Z,,,,,,,,,,,,,,,,,,,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434427,145,1,1,21,11,c072llfz8v0kxjb0y9243dftx,1,75.9,39.5,2025-07-03T16:23:35.418Z,2025-07-03T16:23:38Z,5786790035,140,87.1,5786790033,56,Right,5786790037,141,19.3,5786790041,213,5.42,5786790039,212,18.1,,,,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434429,146,1,1,21,14,c072llfz8v0kxjb0y9243dftx,1,84.5,21.8,2025-07-03T16:23:38.377Z,2025-07-03T16:23:53Z,5786790045,56,Center,5786790049,141,25.6,5786790047,140,75.6,5786790051,212,9.7,5786790053,213,2.87,,,,,,,,,,7lt5as8r1xms7ujjgt7pynl5,S. Cantore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434431,147,1,1,21,16,c072llfz8v0kxjb0y9243dftx,1,75.6,26.2,2025-07-03T16:23:40.305Z,2025-07-03T16:24:26Z,5786790063,212,18.2,5786790065,213,1.79,5786790059,140,71.9,5786790061,141,52.4,5786790057,56,Center,,,,,,,,,,1my1q5jn165pnwue7jzoip756,L. Di Guglielmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434433,148,1,1,21,20,c072llfz8v0kxjb0y9243dftx,1,72,52.1,2025-07-03T16:23:44.945Z,2025-07-03T16:23:50Z,5786790077,213,0.64,5786790075,212,13.3,5786790073,141,63.8,5786790069,56,Center,5786790071,140,82.1,,,,,,,,,,89l4376fhyf32a6tdjou6zqw9,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434435,149,1,1,21,21,c072llfz8v0kxjb0y9243dftx,1,82.1,63.8,2025-07-03T16:23:45.721Z,2025-07-03T16:24:11Z,5786790087,212,13.3,5786790083,140,80.8,5786790085,141,44.4,5786790081,56,Center,5786790173,210,15,5786790089,213,4.61,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434437,150,15,1,21,22,c072llfz8v0kxjb0y9243dftx,1,80.9,44.8,2025-07-03T16:23:47.121Z,2025-07-03T16:24:39Z,5786790179,55,149,5786790093,22,,5786790247,120,,5786790097,56,Center,5786790189,146,98.5,5786790185,103,25.9,5786790169,20,,5786790195,233,180,89l4376fhyf32a6tdjou6zqw9,A. Caruso,,5786790095,18,5786790187,215,,5786790191,147,5786790249,77,5786790183,102,52.2,5786790177,29,,,,,,,,,,,,,48.2,,,
2825434439,180,10,1,21,22,drt9red7q1dqqkq510znzyr0q,1,2.4,50,2025-07-03T16:23:47.221Z,2025-07-03T19:01:38Z,5786790199,233,150,5786790115,181,,5786790113,176,,5786790109,182,,5786790111,56,Back,5786805757,378,,,,,,,,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434441,181,52,1,21,23,drt9red7q1dqqkq510znzyr0q,1,2.4,50,2025-07-03T16:23:48.141Z,2025-07-03T19:01:42Z,5786805791,378,,,,,,,,,,,,,,,,,,,,,,,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434443,182,1,1,21,28,drt9red7q1dqqkq510znzyr0q,1,7.1,47.3,2025-07-03T16:23:53.146Z,2025-07-03T19:01:52Z,5786790129,213,5.82,5786790125,141,10.9,5786790123,140,54.7,5786790121,56,Right,5786790119,199,,5786790127,212,55.8,5786790131,1,,5786790135,189,,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434445,183,1,1,21,37,drt9red7q1dqqkq510znzyr0q,1,72.4,10.4,2025-07-03T16:24:01.652Z,2025-07-03T16:24:34Z,5786790145,212,36.5,5786790143,141,57.9,5786790141,140,88.6,5786790139,56,Center,5786790149,1,,5786790147,213,1.09,5786790137,155,,,,,6nttp222bjmjbgol4xgck8yj9,T. Wullaert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434447,184,61,1,21,39,drt9red7q1dqqkq510znzyr0q,0,88.6,57.9,2025-07-03T16:24:03.778Z,2025-07-03T16:26:58Z,5786790153,56,Center,,,,,,,,,,,,,,,,,,,,,,5rzau8le6m0zzack6pdapptgq,H. Eurlings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434453,151,5,1,21,40,c072llfz8v0kxjb0y9243dftx,1,-1.2,40.3,2025-07-03T16:24:04.761Z,2025-07-03T16:24:43Z,5786790213,346,,5786790211,56,Back,5786790219,233,185,,,,,,,,,,,,,,,,89l4376fhyf32a6tdjou6zqw9,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434455,185,5,1,21,40,drt9red7q1dqqkq510znzyr0q,0,101.2,59.7,2025-07-03T16:24:04.761Z,2025-07-03T16:24:43Z,5786790225,233,151,5786790215,56,Center,5786790217,346,,,,,,,,,,,,,,,,,5rzau8le6m0zzack6pdapptgq,H. Eurlings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434461,152,27,1,22,21,c072llfz8v0kxjb0y9243dftx,1,0,0,2025-07-03T16:24:45.770Z,2025-07-03T16:25:47Z,5786790253,246,,5786790251,201,,5786790447,233,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434509,195,27,1,22,21,drt9red7q1dqqkq510znzyr0q,1,0,0,2025-07-03T16:24:45.770Z,2025-07-03T16:25:50Z,5786790459,201,,5786790443,233,152,5786790461,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434467,153,28,1,22,46,c072llfz8v0kxjb0y9243dftx,1,0,0,2025-07-03T16:25:11.042Z,2025-07-03T19:02:27Z,5786790455,233,196,5786790269,55,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434511,196,28,1,22,46,drt9red7q1dqqkq510znzyr0q,1,0,0,2025-07-03T16:25:11.042Z,2025-07-03T19:02:29Z,5786790451,233,153,5786790439,55,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434469,154,1,1,22,52,c072llfz8v0kxjb0y9243dftx,1,4.6,51.5,2025-07-03T16:25:16.609Z,2025-07-03T16:25:18Z,5786790283,213,1.26,5786790277,140,12.2,5786790281,212,26.1,5786790287,237,,5786790273,124,,5786790275,56,Back,5786790279,141,88.1,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434471,155,1,1,22,53,c072llfz8v0kxjb0y9243dftx,1,12.2,88.1,2025-07-03T16:25:17.961Z,2025-07-03T16:25:22Z,5786790297,140,49.6,5786790299,141,60.5,5786790305,1,,5786790303,213,5.84,5786790293,157,,5786790295,56,Back,5786790301,212,43.5,,,,19cmbo4cc9cgh10wgotg3s0k5,E. Linari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434473,156,50,1,22,57,c072llfz8v0kxjb0y9243dftx,1,51,62.1,2025-07-03T16:25:21.873Z,2025-07-03T17:15:00Z,5786790311,286,,5786790309,56,Center,5786790321,233,186,,,,,,,,,,,,,,,,7lt5as8r1xms7ujjgt7pynl5,S. Cantore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434475,186,7,1,22,57,drt9red7q1dqqkq510znzyr0q,1,49,37.9,2025-07-03T16:25:21.874Z,2025-07-03T19:02:52Z,5786790315,285,,5786790313,56,Back,5786790317,233,156,5786806357,384,,,,,,,,,,,,,,4u9olqnk9orietagu35v6s355,S. Kees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434477,187,1,1,22,58,drt9red7q1dqqkq510znzyr0q,1,50.1,37.7,2025-07-03T16:25:22.538Z,2025-07-03T16:25:23Z,5786790329,141,45.8,5786790325,56,Back,5786790333,213,2.55,5786790327,140,42.3,5786790331,212,9.9,,,,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434479,188,49,1,22,59,drt9red7q1dqqkq510znzyr0q,1,42.3,45.8,2025-07-03T16:25:23.570Z,2025-07-03T16:25:24Z,,,,,,,,,,,,,,,,,,,,,,,,,15ueea8j21zale5d23rifkct1,J. Cayman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434481,189,1,1,22,59,drt9red7q1dqqkq510znzyr0q,0,42.3,45.8,2025-07-03T16:25:24.017Z,2025-07-03T16:25:24Z,5786790339,56,Center,5786790341,140,66.6,5786790343,141,28.2,5786790345,212,28.2,5786790347,213,5.84,5786790349,1,,5786790337,157,,,,,15ueea8j21zale5d23rifkct1,J. Cayman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434487,157,1,1,23,0,c072llfz8v0kxjb0y9243dftx,1,25.8,83.7,2025-07-03T16:25:25.153Z,2025-07-03T16:25:28Z,5786790371,141,88.6,5786790373,212,18.2,5786790375,213,0.18,5786790367,56,Back,5786790369,140,42.8,5786790365,3,,,,,,,,19cmbo4cc9cgh10wgotg3s0k5,E. Linari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434489,158,3,1,23,4,c072llfz8v0kxjb0y9243dftx,0,48.9,91.7,2025-07-03T16:25:28.305Z,2025-07-03T19:03:04Z,5786790383,211,,5786806447,465,,5786790381,286,,5786790379,56,Back,,,,,,,,,,,,,botcpxadt5i04s4p8prbd3dyi,E. Severini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434495,190,1,1,23,6,drt9red7q1dqqkq510znzyr0q,0,35.9,9.2,2025-07-03T16:25:30.353Z,2025-07-03T16:25:32Z,5786790393,141,9.5,5786790395,212,3.3,5786790401,233,159,5786790391,140,39.0,5786790405,286,,5786790389,56,Back,5786790399,236,,5786790397,213,0.06,cs3pg64kurip4uftscemh01k9,A. Tysiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434491,159,74,1,23,6,c072llfz8v0kxjb0y9243dftx,1,57.8,93.3,2025-07-03T16:25:30.354Z,2025-07-03T16:25:32Z,5786790409,233,190,5786790387,285,,5786790385,56,Left,,,,,,,,,,,,,,,,botcpxadt5i04s4p8prbd3dyi,E. Severini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434497,191,61,1,23,6,drt9red7q1dqqkq510znzyr0q,1,39,9.5,2025-07-03T16:25:31.110Z,2025-07-03T19:03:11Z,5786790411,56,Back,,,,,,,,,,,,,,,,,,,,,,cs3pg64kurip4uftscemh01k9,A. Tysiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434493,160,49,1,23,7,c072llfz8v0kxjb0y9243dftx,1,62.1,85.7,2025-07-03T16:25:31.505Z,2025-07-03T16:25:31Z,,,,,,,,,,,,,,,,,,,,,,,,,botcpxadt5i04s4p8prbd3dyi,E. Severini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434499,161,1,1,23,8,c072llfz8v0kxjb0y9243dftx,0,66,77.4,2025-07-03T16:25:32.832Z,2025-07-03T16:25:33Z,5786790419,212,5.6,5786790421,213,5.12,5786790413,56,Center,5786790415,140,68.1,5786790417,141,69.8,,,,,,,,,,botcpxadt5i04s4p8prbd3dyi,E. Severini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434501,192,1,1,23,10,drt9red7q1dqqkq510znzyr0q,0,36,20.3,2025-07-03T16:25:34.265Z,2025-07-03T16:25:35Z,5786790433,213,5.00,5786790425,56,Back,5786790427,140,37.6,5786790431,212,5.9,5786790429,141,12.0,,,,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434503,162,8,1,23,11,c072llfz8v0kxjb0y9243dftx,1,68.1,72.8,2025-07-03T16:25:35.386Z,2025-07-03T19:03:19Z,5786806541,385,,5786790435,56,Center,,,,,,,,,,,,,,,,,,,botcpxadt5i04s4p8prbd3dyi,E. Severini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434505,193,61,1,23,12,drt9red7q1dqqkq510znzyr0q,1,37.2,12.6,2025-07-03T16:25:36.537Z,2025-07-03T16:25:36Z,5786790437,56,Back,,,,,,,,,,,,,,,,,,,,,,cs3pg64kurip4uftscemh01k9,A. Tysiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434507,194,49,1,23,13,drt9red7q1dqqkq510znzyr0q,1,37.4,12.6,2025-07-03T16:25:37.946Z,2025-07-03T16:25:38Z,,,,,,,,,,,,,,,,,,,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434513,163,27,1,23,21,c072llfz8v0kxjb0y9243dftx,1,0,0,2025-07-03T16:25:45.534Z,2025-07-03T19:03:33Z,5786790491,233,197,5786790465,53,botcpxadt5i04s4p8prbd3dyi,5786790463,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434515,197,27,1,23,21,drt9red7q1dqqkq510znzyr0q,1,0,0,2025-07-03T16:25:45.534Z,2025-07-03T19:03:36Z,5786790485,233,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434517,164,28,1,23,34,c072llfz8v0kxjb0y9243dftx,1,0,0,2025-07-03T16:25:58.905Z,2025-07-03T16:26:01Z,5786790469,55,163,5786790483,233,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434521,198,28,1,23,34,drt9red7q1dqqkq510znzyr0q,1,0,0,2025-07-03T16:25:58.905Z,2025-07-03T16:26:00Z,5786790477,233,164,5786790473,55,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434519,165,68,1,23,36,c072llfz8v0kxjb0y9243dftx,0,56.9,76.7,2025-07-03T16:26:00.434Z,2025-07-03T16:26:20Z,5786790541,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434523,199,68,1,23,36,drt9red7q1dqqkq510znzyr0q,1,36.5,14.3,2025-07-03T16:26:01.073Z,2025-07-03T16:26:26Z,5786790489,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434525,200,1,1,23,42,drt9red7q1dqqkq510znzyr0q,1,31.2,22.5,2025-07-03T16:26:06.601Z,2025-07-03T16:26:25Z,5786790497,140,26.8,5786790495,56,Back,5786790501,212,13.9,5786790499,141,41.8,5786790503,213,1.91,,,,,,,,,,cs3pg64kurip4uftscemh01k9,A. Tysiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434527,201,1,1,23,46,drt9red7q1dqqkq510znzyr0q,1,25.6,39.8,2025-07-03T16:26:11.209Z,2025-07-03T16:26:14Z,5786790523,212,12.4,5786790525,213,4.80,5786790521,141,21.6,5786790519,140,26.6,5786790517,56,Back,,,,,,,,,,4u9olqnk9orietagu35v6s355,S. Kees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434529,202,1,1,23,50,drt9red7q1dqqkq510znzyr0q,1,26.2,17,2025-07-03T16:26:14.737Z,2025-07-03T16:26:17Z,5786790535,212,7.8,5786790533,141,6.1,5786790537,213,5.04,5786790531,140,28.6,5786790529,56,Back,,,,,,,,,,cs3pg64kurip4uftscemh01k9,A. Tysiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434531,203,1,1,23,52,drt9red7q1dqqkq510znzyr0q,1,27.5,8,2025-07-03T16:26:17.017Z,2025-07-03T16:26:20Z,5786790549,141,21.3,5786790545,56,Back,5786790543,155,,5786790553,213,1.18,5786790551,212,9.8,5786790547,140,31.0,,,,,,,4romd36cs1jyqw2vocjkm882x,J. Teulings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434537,204,1,1,23,56,drt9red7q1dqqkq510znzyr0q,1,31,21.3,2025-07-03T16:26:20.393Z,2025-07-03T16:26:23Z,5786790571,3,,5786790573,56,Back,5786790575,140,31.7,5786790579,212,3.8,5786790577,141,15.8,5786790581,213,4.91,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434539,205,1,1,23,59,drt9red7q1dqqkq510znzyr0q,1,35.9,19.1,2025-07-03T16:26:23.865Z,2025-07-03T16:26:26Z,5786790589,141,29.7,5786790593,213,1.05,5786790585,56,Back,5786790591,212,8.3,5786790587,140,39.8,,,,,,,,,,6nttp222bjmjbgol4xgck8yj9,T. Wullaert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434541,206,1,1,24,2,drt9red7q1dqqkq510znzyr0q,1,41,37,2025-07-03T16:26:26.425Z,2025-07-03T16:26:32Z,5786790597,56,Back,5786790599,140,47.7,5786790601,141,73.3,5786790605,213,1.29,5786790603,212,25.7,,,,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434543,207,1,1,24,8,drt9red7q1dqqkq510znzyr0q,0,56.4,64.2,2025-07-03T16:26:32.618Z,2025-07-03T16:26:33Z,5786790625,233,166,5786790623,236,,5786790613,141,62.3,5786790615,212,2.0,5786790611,140,57.9,5786790629,286,,5786790609,56,Center,5786790617,213,5.60,d2z2t9hs57x5h650mw22yieol,L. Deloose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434545,166,74,1,24,8,c072llfz8v0kxjb0y9243dftx,1,40.9,40.8,2025-07-03T16:26:32.619Z,2025-07-03T16:26:49Z,5786790631,233,207,5786790621,285,,5786790619,56,Back,,,,,,,,,,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434547,208,3,1,24,10,drt9red7q1dqqkq510znzyr0q,0,56,51.4,2025-07-03T16:26:35.049Z,2025-07-03T19:04:26Z,5786790649,233,167,5786790637,286,,5786806787,464,,5786790635,56,Center,,,,,,,,,,,,,d2z2t9hs57x5h650mw22yieol,L. Deloose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434549,167,7,1,24,10,c072llfz8v0kxjb0y9243dftx,0,44,48.6,2025-07-03T16:26:35.050Z,2025-07-03T19:04:30Z,5786790643,233,208,5786790639,56,Back,5786790641,285,,5786806797,385,,,,,,,,,,,,,,8f64tianoo4mc7t1lyz6acqtx,C. Girelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434551,209,61,1,24,12,drt9red7q1dqqkq510znzyr0q,1,55.2,52.2,2025-07-03T16:26:36.804Z,2025-07-03T16:26:36Z,5786790651,56,Center,,,,,,,,,,,,,,,,,,,,,,d2z2t9hs57x5h650mw22yieol,L. Deloose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434553,168,49,1,24,14,c072llfz8v0kxjb0y9243dftx,1,36.2,39.8,2025-07-03T16:26:38.976Z,2025-07-03T16:27:52Z,,,,,,,,,,,,,,,,,,,,,,,,,89l4376fhyf32a6tdjou6zqw9,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434555,169,1,1,24,14,c072llfz8v0kxjb0y9243dftx,1,36.2,39.8,2025-07-03T16:26:39.113Z,2025-07-03T16:27:54Z,5786790659,212,18.4,5786790655,140,46.1,5786790653,56,Back,5786790661,213,0.97,5786790657,141,62.2,,,,,,,,,,89l4376fhyf32a6tdjou6zqw9,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434557,170,1,1,24,15,c072llfz8v0kxjb0y9243dftx,1,46.3,63.3,2025-07-03T16:26:39.992Z,2025-07-03T16:26:41Z,5786790669,141,61.3,5786790665,56,Back,5786790671,212,9.5,5786790673,213,3.28,5786790667,140,37.3,,,,,,,,,,8f64tianoo4mc7t1lyz6acqtx,C. Girelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434559,171,1,1,24,16,c072llfz8v0kxjb0y9243dftx,1,37.3,61.3,2025-07-03T16:26:41.041Z,2025-07-03T16:26:42Z,5786790679,140,28.7,5786790681,141,26.9,5786790677,56,Back,5786790683,212,25.1,5786790685,213,4.34,,,,,,,,,,botcpxadt5i04s4p8prbd3dyi,E. Severini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434561,172,1,1,24,18,c072llfz8v0kxjb0y9243dftx,1,28.7,26.9,2025-07-03T16:26:42.288Z,2025-07-03T16:26:43Z,5786790693,141,46.3,5786790695,212,13.2,5786790697,213,1.56,5786790691,140,28.8,5786790689,56,Back,,,,,,,,,,4zwebuh423xgcroy4rmd5r3rp,M. Lenzini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434563,173,1,1,24,19,c072llfz8v0kxjb0y9243dftx,1,28.8,46.3,2025-07-03T16:26:43.904Z,2025-07-03T16:26:47Z,5786790709,213,5.55,5786790703,140,33.3,5786790705,141,40.0,5786790707,212,6.4,5786790701,56,Back,,,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434565,174,1,1,24,23,c072llfz8v0kxjb0y9243dftx,1,33.3,40,2025-07-03T16:26:47.736Z,2025-07-03T16:26:48Z,5786790717,140,41.2,5786790715,56,Back,5786790723,213,0.56,5786790719,141,47.7,5786790721,212,9.8,,,,,,,,,,89l4376fhyf32a6tdjou6zqw9,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434567,175,1,1,24,24,c072llfz8v0kxjb0y9243dftx,1,41.2,47.7,2025-07-03T16:26:48.561Z,2025-07-03T16:26:49Z,5786790729,140,38.1,5786790733,212,3.8,5786790735,213,3.67,5786790727,56,Back,5786790731,141,44.9,,,,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434569,176,1,1,24,25,c072llfz8v0kxjb0y9243dftx,1,36.3,45.2,2025-07-03T16:26:49.488Z,2025-07-03T16:26:53Z,5786790739,56,Back,5786790741,140,36.9,5786790747,213,1.54,5786790743,141,72.3,5786790745,212,18.4,,,,,,,,,,89l4376fhyf32a6tdjou6zqw9,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434571,177,1,1,24,29,c072llfz8v0kxjb0y9243dftx,1,46.8,68.4,2025-07-03T16:26:53.608Z,2025-07-03T16:26:55Z,5786790757,212,18.4,5786790753,140,64.2,5786790755,141,65.7,5786790751,56,Center,5786790759,213,6.18,,,,,,,,,,botcpxadt5i04s4p8prbd3dyi,E. Severini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825434573,178,1,1,24,31,c072llfz8v0kxjb0y9243dftx,1,64.2,65.7,2025-07-03T16:26:55.928Z,2025-07-03T16:26:58Z,5786790763,56,Left,5786790765,140,68.7,5786790767,141,96.2,5786790769,212,21.3,5786790771,213,1.35,,,,,,,,,,8f64tianoo4mc7t1lyz6acqtx,C. Girelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
