id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/14/value,qualifier/16/value,assist
2825433773,4,50,1,0,12,drt9red7q1dqqkq510znzyr0q,1,35,75.5,2025-07-03T16:02:36.789Z,2025-07-03T17:14:59Z,5786786257,56,Back,5786786269,233,8,5786786259,286,,,,,,,,,,,,,,,,,d2z2t9hs57x5h650mw22yieol,L. Deloose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433775,8,7,1,0,12,c072llfz8v0kxjb0y9243dftx,1,65,24.5,2025-07-03T16:02:36.790Z,2025-07-03T18:37:07Z,5786804889,384,,5786786261,56,Center,5786786265,233,4,5786786263,285,,,,,,,,,,,,,,89l4376fhyf32a6tdjou6zqw9,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433777,9,49,1,0,14,c072llfz8v0kxjb0y9243dftx,1,65.2,32.9,2025-07-03T16:02:38.734Z,2025-07-03T16:02:39Z,,,,,,,,,,,,,,,,,,,,,,,,,8f64tianoo4mc7t1lyz6acqtx,C. Girelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433779,10,1,1,0,14,c072llfz8v0kxjb0y9243dftx,0,65.2,32.9,2025-07-03T16:02:38.884Z,2025-07-03T16:02:40Z,5786786273,56,Right,5786786275,140,69.2,5786786277,141,18.2,5786786281,213,5.11,5786786279,212,10.8,,,,,,,,,,8f64tianoo4mc7t1lyz6acqtx,C. Girelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433785,6,3,1,0,16,drt9red7q1dqqkq510znzyr0q,0,33.6,71.3,2025-07-03T16:02:40.853Z,2025-07-03T18:37:16Z,5786804895,465,,5786786287,56,Back,5786786295,233,11,5786796755,286,,,,,,,,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433783,11,7,1,0,16,c072llfz8v0kxjb0y9243dftx,0,66.4,28.7,2025-07-03T16:02:40.854Z,2025-07-03T18:37:22Z,5786804897,385,,5786786291,233,6,5786786283,56,Center,5786786301,285,,,,,,,,,,,,,,8f64tianoo4mc7t1lyz6acqtx,C. Girelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433781,5,49,1,0,17,drt9red7q1dqqkq510znzyr0q,1,34.3,70.5,2025-07-03T16:02:41.259Z,2025-07-03T18:37:19Z,,,,,,,,,,,,,,,,,,,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433787,7,1,1,0,18,drt9red7q1dqqkq510znzyr0q,1,39.3,74.2,2025-07-03T16:02:43.036Z,2025-07-03T17:00:37Z,5786786305,140,52.2,5786786303,56,Left,5786786307,141,89.3,5786786309,212,17.0,5786786311,213,0.65,,,,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433789,8,1,1,0,20,drt9red7q1dqqkq510znzyr0q,0,55.2,90,2025-07-03T16:02:45.228Z,2025-07-03T16:02:48Z,5786786315,56,Center,5786786319,141,71.2,5786786321,212,34.8,5786786325,1,,5786786323,213,5.91,5786786317,140,86.0,,,,,,,9cmaj96tmze645o322ywm44b9,M. Toloba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433791,12,49,1,0,23,c072llfz8v0kxjb0y9243dftx,1,13.9,32.7,2025-07-03T16:02:48.222Z,2025-07-03T16:02:48Z,,,,,,,,,,,,,,,,,,,,,,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433793,13,1,1,0,28,c072llfz8v0kxjb0y9243dftx,1,14.2,38.1,2025-07-03T16:02:52.246Z,2025-07-03T16:02:56Z,5786786329,140,30.4,5786786335,213,0.25,5786786333,212,17.5,5786786327,56,Back,5786786331,141,44.4,,,,,,,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433795,14,1,1,0,31,c072llfz8v0kxjb0y9243dftx,1,33,53.6,2025-07-03T16:02:56.158Z,2025-07-03T16:02:57Z,5786786339,56,Back,5786786341,140,32.2,5786786347,213,1.61,5786786343,141,83.4,5786786345,212,20.3,,,,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433797,15,1,1,0,33,c072llfz8v0kxjb0y9243dftx,1,32.2,83.4,2025-07-03T16:02:57.758Z,2025-07-03T16:03:08Z,5786786359,141,64.0,5786786355,56,Back,5786786361,212,17.0,5786786363,213,4.03,5786786357,140,22.0,,,,,,,,,,19cmbo4cc9cgh10wgotg3s0k5,E. Linari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433799,16,1,1,0,44,c072llfz8v0kxjb0y9243dftx,1,32.7,46.9,2025-07-03T16:03:08.438Z,2025-07-03T16:03:11Z,5786786369,140,35.5,5786786371,141,20.4,5786786373,212,18.3,5786786375,213,4.87,5786786367,56,Back,,,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433801,17,1,1,0,47,c072llfz8v0kxjb0y9243dftx,1,36.6,18.7,2025-07-03T16:03:11.750Z,2025-07-03T16:03:17Z,5786786379,56,Right,5786786381,140,59.3,5786786385,212,23.9,5786786383,141,16.5,5786786387,213,6.22,,,,,,,,,,4zwebuh423xgcroy4rmd5r3rp,M. Lenzini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433803,18,1,1,0,52,c072llfz8v0kxjb0y9243dftx,0,59.3,16.5,2025-07-03T16:03:16.384Z,2025-07-03T18:38:32Z,5786786393,140,65.4,5786786395,141,0.0,5786786397,212,13.6,5786786391,56,Right,5786786399,213,5.20,,,,,,,,,,7lt5as8r1xms7ujjgt7pynl5,S. Cantore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433811,9,5,1,0,53,drt9red7q1dqqkq510znzyr0q,1,31,101.2,2025-07-03T16:03:17.902Z,2025-07-03T16:03:38Z,5786786419,56,Back,5786786421,347,,5786786423,233,19,,,,,,,,,,,,,,,,9cmaj96tmze645o322ywm44b9,M. Toloba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433805,19,5,1,0,53,c072llfz8v0kxjb0y9243dftx,0,69,-1.2,2025-07-03T16:03:17.902Z,2025-07-03T16:03:38Z,5786786401,56,Right,5786786403,347,,5786786427,233,9,,,,,,,,,,,,,,,,botcpxadt5i04s4p8prbd3dyi,E. Severini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433813,10,1,1,1,11,drt9red7q1dqqkq510znzyr0q,1,29.8,100,2025-07-03T16:03:35.779Z,2025-07-03T16:03:42Z,5786786437,141,77.5,5786786443,1,,5786786441,213,5.72,5786786439,212,30.5,5786786435,140,54.3,5786786433,56,Center,5786786431,107,,,,,d2z2t9hs57x5h650mw22yieol,L. Deloose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433819,11,1,1,1,17,drt9red7q1dqqkq510znzyr0q,0,58.8,72.8,2025-07-03T16:03:41.291Z,2025-07-03T17:02:21Z,5786786459,213,5.04,5786786455,141,68.7,5786786453,140,59.7,5786786457,212,2.9,5786786451,56,Center,,,,,,,,,,4romd36cs1jyqw2vocjkm882x,J. Teulings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433815,20,61,1,1,18,c072llfz8v0kxjb0y9243dftx,1,41.8,41.7,2025-07-03T16:03:42.631Z,2025-07-03T16:04:45Z,5786786447,56,Back,,,,,,,,,,,,,,,,,,,,,,botcpxadt5i04s4p8prbd3dyi,E. Severini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433823,21,49,1,1,20,c072llfz8v0kxjb0y9243dftx,1,25.9,78.8,2025-07-03T16:03:44.741Z,2025-07-03T16:03:44Z,,,,,,,,,,,,,,,,,,,,,,,,,aat1vixi4qu8bmxtw45maqytx,L. Boattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433825,22,1,1,1,20,c072llfz8v0kxjb0y9243dftx,1,25.5,80.1,2025-07-03T16:03:44.981Z,2025-07-03T16:03:48Z,5786786465,140,8.8,5786786463,56,Back,5786786467,141,60.3,5786786469,212,22.1,5786786471,213,3.80,,,,,,,,,,aat1vixi4qu8bmxtw45maqytx,L. Boattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433827,23,1,1,1,24,c072llfz8v0kxjb0y9243dftx,1,8.8,60.3,2025-07-03T16:03:48.645Z,2025-07-03T16:03:51Z,5786786483,213,5.75,5786786481,212,14.1,5786786477,140,20.4,5786786479,141,49.8,5786786475,56,Back,,,,,,,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825436957,716,1,1,1,26,c072llfz8v0kxjb0y9243dftx,1,18.9,51,2025-07-03T16:03:50.837Z,2025-07-03T18:39:54Z,5786804927,56,Back,5786804931,141,51.3,5786804935,213,0.02,5786804933,212,11.1,5786804929,140,29.5,,,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433829,24,1,1,1,29,c072llfz8v0kxjb0y9243dftx,1,35.9,61.3,2025-07-03T16:03:53.735Z,2025-07-03T16:03:57Z,5786786497,141,88.4,5786786495,140,35.2,5786786493,56,Back,5786786501,213,1.61,5786786499,212,18.4,,,,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433831,25,1,1,1,32,c072llfz8v0kxjb0y9243dftx,1,26.6,86.5,2025-07-03T16:03:57.134Z,2025-07-03T16:04:25Z,5786786509,140,37.5,5786786511,141,96.9,5786786513,212,13.5,5786786515,213,0.55,5786786507,56,Back,,,,,,,,,,19cmbo4cc9cgh10wgotg3s0k5,E. Linari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433835,26,1,1,1,33,c072llfz8v0kxjb0y9243dftx,0,38.4,94.4,2025-07-03T16:03:57.854Z,2025-07-03T16:04:28Z,5786786519,140,45.2,5786786521,141,93.8,5786786523,212,7.2,5786786525,213,6.23,5786786517,56,Back,,,,,,,,,,aat1vixi4qu8bmxtw45maqytx,L. Boattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825435289,375,61,1,1,38,drt9red7q1dqqkq510znzyr0q,1,52.8,4.9,2025-07-03T16:04:02.245Z,2025-07-03T17:02:44Z,5786795117,56,Right,,,,,,,,,,,,,,,,,,,,,,89i2d3xhikw15pkpmbz9iyhd6,J. Janssens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433833,12,49,1,1,40,drt9red7q1dqqkq510znzyr0q,1,59.6,16.1,2025-07-03T16:04:05.223Z,2025-07-03T16:04:05Z,,,,,,,,,,,,,,,,,,,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433837,13,1,1,1,41,drt9red7q1dqqkq510znzyr0q,1,59.9,15.9,2025-07-03T16:04:05.890Z,2025-07-03T16:04:08Z,5786786529,140,80.7,5786786535,213,5.96,5786786533,212,23.0,5786786527,56,Right,5786786531,141,5.2,,,,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433839,14,1,1,1,44,drt9red7q1dqqkq510znzyr0q,1,94.2,6.4,2025-07-03T16:04:08.403Z,2025-07-03T16:05:12Z,5786786549,213,2.24,5786786701,210,13,5786786703,154,,5786786541,56,Center,5786786545,141,24.0,5786786543,140,85.1,5786786547,212,15.3,,,,89i2d3xhikw15pkpmbz9iyhd6,J. Janssens,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433841,15,13,1,1,47,drt9red7q1dqqkq510znzyr0q,1,84.1,24.3,2025-07-03T16:04:11.452Z,2025-07-03T16:05:32Z,5786786711,154,,5786786713,55,14,5786786553,22,,5786786707,84,,5786786727,230,99.0,5786786719,103,16.7,5786786555,63,,5786786557,56,Center,6nttp222bjmjbgol4xgck8yj9,T. Wullaert,,5786786721,328,5786786723,146,99.4,5786786595,20,5786786599,153,5786786717,102,43.4,5786786725,147,42.8,5786786705,120,5786786729,231,46.0,5786786709,29,5786786799,137,,,,,,
2825433843,27,10,1,1,48,c072llfz8v0kxjb0y9243dftx,1,0.8,57.5,2025-07-03T16:04:12.733Z,2025-07-03T18:40:00Z,5786786567,178,,5786786565,173,,5786786571,56,Back,5786786569,182,,5786804939,377,,5786786577,190,,,,,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433847,16,6,1,1,50,drt9red7q1dqqkq510znzyr0q,1,93.8,35.7,2025-07-03T16:04:14.395Z,2025-07-03T16:06:23Z,5786786587,233,28,5786786581,75,,5786786579,56,Center,,,,,,,,,,,,,,,,6nttp222bjmjbgol4xgck8yj9,T. Wullaert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433845,28,6,1,1,50,c072llfz8v0kxjb0y9243dftx,0,6.2,64.3,2025-07-03T16:04:14.395Z,2025-07-03T18:40:09Z,5786786591,233,16,5786786575,73,,5786786573,56,Back,,,,,,,,,,,,,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433849,17,1,1,2,25,drt9red7q1dqqkq510znzyr0q,1,99.5,0.5,2025-07-03T16:04:49.419Z,2025-07-03T18:40:13Z,5786786615,212,45.2,5786786609,56,Center,5786786605,155,,5786786619,1,,5786786613,141,66.1,5786786611,140,92.3,5786804947,20,,5786786603,6,,6nttp222bjmjbgol4xgck8yj9,T. Wullaert,,5786786601,2,5786786617,213,1.74,5786786607,224,,,,,,,,,,,,,,,,,,,,,,,
2825433851,18,44,1,2,27,drt9red7q1dqqkq510znzyr0q,1,92.9,65.4,2025-07-03T16:04:51.842Z,2025-07-03T16:05:02Z,5786786671,233,30,5786786623,56,Center,5786786625,286,,,,,,,,,,,,,,,,,cs3pg64kurip4uftscemh01k9,A. Tysiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433859,30,44,1,2,27,c072llfz8v0kxjb0y9243dftx,0,7.1,34.6,2025-07-03T16:04:51.843Z,2025-07-03T16:05:02Z,5786786659,56,Back,5786786667,233,18,5786786661,285,,,,,,,,,,,,,,,,,botcpxadt5i04s4p8prbd3dyi,E. Severini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433853,19,1,1,2,28,drt9red7q1dqqkq510znzyr0q,0,96.2,66,2025-07-03T16:04:53.140Z,2025-07-03T16:10:04Z,5786786829,140,100.0,5786786631,56,Center,5786786827,3,,5786786831,141,65.0,5786786833,212,5.1,5786786835,213,6.15,,,,,,,cs3pg64kurip4uftscemh01k9,A. Tysiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433969,49,61,1,2,29,c072llfz8v0kxjb0y9243dftx,1,4.3,35,2025-07-03T16:04:54.197Z,2025-07-03T16:09:32Z,5786787427,56,Back,,,,,,,,,,,,,,,,,,,,,,botcpxadt5i04s4p8prbd3dyi,E. Severini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433971,56,61,1,2,30,drt9red7q1dqqkq510znzyr0q,1,96.6,64.8,2025-07-03T16:04:54.809Z,2025-07-03T16:09:36Z,5786787429,56,Center,,,,,,,,,,,,,,,,,,,,,,cs3pg64kurip4uftscemh01k9,A. Tysiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433857,20,5,1,2,31,drt9red7q1dqqkq510znzyr0q,0,101.2,61.4,2025-07-03T16:04:55.900Z,2025-07-03T16:09:48Z,5786786963,361,,5786786655,233,29,5786786643,56,Center,5786786645,346,,,,,,,,,,,,,,cs3pg64kurip4uftscemh01k9,A. Tysiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433855,29,5,1,2,31,c072llfz8v0kxjb0y9243dftx,1,-1.2,38.6,2025-07-03T16:04:55.900Z,2025-07-03T16:09:17Z,5786786965,361,,5786786651,233,20,5786786641,346,,5786786639,56,Back,,,,,,,,,,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433861,31,1,1,2,44,c072llfz8v0kxjb0y9243dftx,1,4.7,44.2,2025-07-03T16:05:08.446Z,2025-07-03T16:05:11Z,5786786691,141,36.2,5786786685,124,,5786786695,213,5.58,5786786693,212,8.4,5786786699,237,,5786786689,140,10.8,5786786687,56,Back,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433863,32,1,1,2,47,c072llfz8v0kxjb0y9243dftx,1,11.9,34.1,2025-07-03T16:05:11.582Z,2025-07-03T16:05:14Z,5786786731,56,Back,5786786733,140,26.1,5786786735,141,10.3,5786786739,213,5.46,5786786737,212,22.0,,,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433865,33,1,1,2,50,c072llfz8v0kxjb0y9243dftx,0,29,6.7,2025-07-03T16:05:14.750Z,2025-07-03T16:05:19Z,5786786745,56,Center,5786786743,157,,5786786749,141,28.1,5786786747,140,77.0,5786786753,213,0.28,5786786755,1,,5786786751,212,52.5,,,,4zwebuh423xgcroy4rmd5r3rp,M. Lenzini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433867,21,12,1,2,57,drt9red7q1dqqkq510znzyr0q,1,22.2,62.9,2025-07-03T16:05:21.923Z,2025-07-03T16:05:28Z,5786786757,56,Back,5786786765,213,2.54,5786786763,212,15.7,5786786759,140,9.9,5786786761,141,76.0,,,,,,,,,,cs3pg64kurip4uftscemh01k9,A. Tysiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825433869,22,45,1,3,4,drt9red7q1dqqkq510znzyr0q,0,14.4,89.4,2025-07-03T16:05:28.789Z,2025-07-03T17:14:54Z,5786786769,285,,5786786767,56,Back,5786786779,233,34,,,,,,,,,,,,,,,,4u9olqnk9orietagu35v6s355,S. Kees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
