id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/13/value,assist,shot_type,bodypart,type_of_play,distance_to_goal,angle_to_goal,shot_type_weight,inv_distance,angle_score,danger_score_fenwick,danger_score_corsi,isIntentionalAssist,RelatedPlayerId,isGoal,danger_score_logit
2825734705,447,15,2,53,38,185xqd7s06sm2t85sxzfkrl,1,89.5,62.4,2025-07-05T20:16:30.463Z,2025-07-05T20:19:07Z,5788483255.0,22.0,,5788483697.0,154.0,,5788483705.0,103.0,3.2,5788483693.0,78.0,,5788483723.0,233.0,532,5788483711.0,147.0,55.6,5788483703.0,102.0,49.3,5788483695.0,29.0,,1j5u2majmm2vnsgxscl9kjzyt,G. Geyoro,,5788483707.0,328.0,5788483257.0,17.0,5788483319.0,20.0,,5788483709.0,146.0,95.9,,,5788483259.0,56.0,5788489495.0,468.0,5788483699.0,55.0,446,5788490525.0,214.0,,,,,,,,,,,,Center,,531,,on_target,right_foot,regular_play,16.248384535085325,49.74293486852936,1.0,0.8375161546491467,0.4473007236830071,0.7691966789645609,0.7691966789645609,True,-1,False,0.011505642974396857
2825736061,560,13,2,56,22,b5hjnvaafo5plphdcoeozkw49,1,95.8,31.9,2025-07-05T20:19:15.139Z,2025-07-05T23:52:37Z,5788811171.0,62.0,,5788811173.0,154.0,,5788495305.0,231.0,45.7,5788495289.0,29.0,,5788495299.0,146.0,99.5,5788495119.0,153.0,,5788490899.0,56.0,Center,5788495303.0,230.0,99.3,10d8jj5vwrmib55tth0isfvft,L. Hemp,,5788495301.0,147.0,5788495291.0,55.0,5788495287.0,84.0,,5788495297.0,103.0,1.4,559,40.8,5788495115.0,72.0,5788495295.0,102.0,5788495285.0,25.0,,,,,,,,,,,,,,,,,41.0,,missed,left_foot,from_corner,18.58090417606205,76.93604587261369,0.5,0.8141909582393795,0.14515504585984784,0.5692228970537062,0.5692228970537062,True,-1,False,0.0024369235613969074
2825739573,535,15,2,64,9,185xqd7s06sm2t85sxzfkrl,1,96.8,52.1,2025-07-05T20:27:01.899Z,2025-07-06T00:16:20Z,5788510901.0,56.0,Center,5788529755.0,101.0,,5788516353.0,20.0,,5788516357.0,82.0,,5788516499.0,78.0,,5788516505.0,458.0,,5788520577.0,468.0,618,5788516503.0,103.0,19,dp5zny5ls8ys3ml75himru4et,K. Diani,,5788521249.0,16.0,5788516511.0,147.0,5788516529.0,233.0,617,5788516509.0,146.0,97.8,51.6,,5788856013.0,100.0,5788516515.0,231.0,5788516501.0,102.0,50.6,5788516257.0,22.0,5788516513.0,230.0,96.4,,,,,,,,,,,48.2,,blocked,right_foot,regular_play,3.8275318418009303,33.27488798483492,0.0,0.9617246815819906,0.6302790223907231,0.6737735793500131,0.6737735793500131,False,-1,False,0.024388475031481106
2825744595,611,15,2,75,50,185xqd7s06sm2t85sxzfkrl,1,85.9,45.4,2025-07-05T20:38:42.969Z,2025-07-05T20:41:33Z,5788540909.0,231.0,48.2,5788539179.0,56.0,Center,5788540899.0,328.0,,5788540473.0,82.0,,5788545647.0,133.0,,5788540469.0,20.0,,5788540885.0,76.0,,5788540925.0,233.0,705,eihksc6tdooqw7ref4nt520a,O. Jean-François,,5788540895.0,102.0,5788546065.0,55.0,5788540905.0,147.0,51.3,5788546063.0,154.0,,610,53.4,5788546061.0,29.0,5788540883.0,24.0,5788539177.0,17.0,,5788540897.0,103.0,5788540901.0,100.0,,5788540907.0,230.0,98.5,5788540903.0,146.0,96.5,,,,19,,,blocked,right_foot,set_piece,14.831385639919146,18.068456297841088,0.0,0.8516861436008085,0.7992393744684323,0.6804462697808531,0.6804462697808531,True,-1,False,0.014235751103161543
2825744673,614,13,2,76,0,185xqd7s06sm2t85sxzfkrl,1,93.8,53.1,2025-07-05T20:38:53.128Z,2025-07-06T00:34:13Z,5788540319.0,154.0,,5788540329.0,230.0,99.8,5788540325.0,102.0,41.5,5788540315.0,84.0,,5788539595.0,56.0,Center,5788540317.0,29.0,,5788540321.0,55.0,612,5788540051.0,15.0,,dp5zny5ls8ys3ml75himru4et,K. Diani,,5788540327.0,103.0,5788540057.0,328.0,5788540049.0,24.0,,5788540053.0,17.0,,,12.5,5788540331.0,231.0,,,,,,,,,,,,,,,,,,,51.8,,,,missed,head,set_piece,6.931810730249351,26.56505117707799,0.5,0.9306818926975065,0.7048327646991335,0.7837225864887426,0.7837225864887426,True,-1,False,0.0099582931912839
2825748519,789,15,2,85,11,b5hjnvaafo5plphdcoeozkw49,1,87.2,56.8,2025-07-05T20:48:03.891Z,2025-07-06T00:59:45Z,5788565855.0,154.0,,5788559801.0,17.0,,5788565875.0,231.0,51.4,5788565853.0,29.0,,5788565857.0,55.0,788,5788565877.0,233.0,690,5788565873.0,230.0,98.4,5788565869.0,146.0,91.1,2a45d0hq84uxfi5t9c65dw7vt,E. Toone,,5788565861.0,102.0,5788561253.0,82.0,5788559799.0,22.0,,5788559803.0,56.0,Center,,49.9,5788565851.0,78.0,5788565871.0,147.0,5788565867.0,328.0,,5788561249.0,72.0,5788565863.0,103.0,19,5788565865.0,108.0,,,,,,,,,54.7,,blocked,left_foot,regular_play,14.494136745594746,27.97947438848014,0.0,0.8550586325440526,0.6891169512391095,0.6487585383893538,0.6487585383893538,True,-1,False,0.010625785782840388
2825748571,792,15,2,85,15,b5hjnvaafo5plphdcoeozkw49,1,85.0,50.3,2025-07-05T20:48:08.009Z,2025-07-06T01:00:44Z,5788565705.0,103.0,19,5788560085.0,17.0,,5788565715.0,231.0,50.2,5788565661.0,82.0,,5788565703.0,102.0,49.5,5788560087.0,56.0,Center,5788565707.0,458.0,,5788560083.0,22.0,,2a45d0hq84uxfi5t9c65dw7vt,E. Toone,,5788565701.0,78.0,5788565711.0,147.0,5788565713.0,230.0,98.5,5788565717.0,233.0,692,48.6,,5788565709.0,146.0,5788565657.0,20.0,,,,,,,,,,,,,,,,,92.0,,,,blocked,right_foot,regular_play,15.002999700059986,1.1457628381750926,0.0,0.8499700029994002,0.9872693017980545,0.7361687917391764,0.7361687917391764,False,-1,False,0.015893390325256967
2825748817,797,16,2,86,3,b5hjnvaafo5plphdcoeozkw49,1,83.8,55.3,2025-07-05T20:48:55.619Z,2025-07-06T01:05:22Z,5788562079.0,375.0,86:02.398,5788562555.0,136.0,,5788562067.0,25.0,,5788562569.0,472.0,796,5788562553.0,458.0,,5788562557.0,230.0,98.8,5788562547.0,80.0,,5788562561.0,280.0,PASS_LOST,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,5788562071.0,17.0,5788561497.0,56.0,5788562549.0,102.0,46.1,5788562551.0,103.0,19.6,Center,,5788562559.0,231.0,5788562075.0,374.0,5788948033.0,395.0,98.2,5788562563.0,281.0,5788562069.0,20.0,,5788948035.0,396.0,49.1,5788562565.0,282.0,b5hjnvaafo5plphdcoeozkw49,,,50.4,8gxse7h6ucubo3weq7sp9dnf9,2025-07-05 21:48:54.576,,goal,right_foot,from_corner,17.044940598312454,18.116051673355848,1.2,0.8295505940168755,0.7987105369627128,0.911433398695564,0.911433398695564,False,-1,True,0.989794811756811
2825749879,827,15,2,89,21,b5hjnvaafo5plphdcoeozkw49,1,76.6,59.5,2025-07-05T20:52:14.145Z,2025-07-06T01:12:18Z,5788567629.0,56.0,Center,5788569645.0,458.0,,5788569637.0,78.0,,5788568781.0,20.0,,5788569643.0,215.0,,5788569647.0,146.0,91.2,5788569641.0,103.0,19,5788568785.0,82.0,,1ry82n1adajgmjtce487u9q1g,G. Clinton,,5788569669.0,233.0,5788569649.0,147.0,5788569653.0,231.0,51.3,5788567625.0,22.0,,53.2,717,5788569651.0,230.0,5788567627.0,18.0,5788569639.0,102.0,51.4,,,,,,,,,,,,,,98.6,,,,blocked,right_foot,regular_play,25.25490051455361,22.096311629660395,0.0,0.7474509948544639,0.7544854263371067,0.6253260258429175,0.6253260258429175,False,-1,False,0.009522245161878877
2825749925,829,15,2,89,28,b5hjnvaafo5plphdcoeozkw49,1,95.2,59.9,2025-07-05T20:52:21.159Z,2025-07-06T01:13:59Z,5788569195.0,76.0,,5788569205.0,100.0,,5788567879.0,56.0,Center,5788569135.0,72.0,,5788569201.0,328.0,,5788569207.0,146.0,97.2,5788569197.0,102.0,52.6,5788569203.0,458.0,,4payujvwgv750r4y1eeprn1g4,M. Agyemang,,5788569217.0,233.0,5788964471.0,214.0,5788569213.0,231.0,51.6,5788569211.0,230.0,99.3,,718,5788567875.0,22.0,5788569209.0,147.0,5788569199.0,103.0,19,5788567877.0,61.0,5788569139.0,82.0,,,,,,,,,,,,55.8,,blocked,left_foot,regular_play,11.002272492535347,64.1336432059055,0.0,0.8899772750746465,0.28740396437882776,0.5422120993435069,0.5422120993435069,False,-1,False,0.01214376830840913
2825750813,855,15,2,92,41,b5hjnvaafo5plphdcoeozkw49,1,81.6,51.0,2025-07-05T20:55:33.729Z,2025-07-06T01:20:16Z,5788573801.0,146.0,84.0,5788573807.0,231.0,51.1,5788573667.0,82.0,,5788573803.0,147.0,51.1,5788573663.0,72.0,,5788573797.0,215.0,,5788573793.0,102.0,51.7,5788573791.0,78.0,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,5788573811.0,233.0,5788572867.0,22.0,5788573805.0,230.0,99.4,5788573795.0,103.0,19,,749,5788572869.0,18.0,5788572871.0,56.0,5788573799.0,458.0,,,,,,,,,,,,,,,,,Center,,blocked,left_foot,regular_play,18.427153876819943,3.110840653490771,0.0,0.8157284612318005,0.9654351038501026,0.7159219156477509,0.7159219156477509,False,-1,False,0.01163696286814751
2825751385,863,15,2,94,26,b5hjnvaafo5plphdcoeozkw49,1,93.0,64.0,2025-07-05T20:57:18.592Z,2025-07-06T01:22:36Z,5788580379.0,231.0,60.1,5788580367.0,103.0,19,5788580363.0,78.0,,5788580381.0,233.0,757,5788580365.0,102.0,51.8,5788981649.0,64.0,,5788580297.0,101.0,,5788575943.0,22.0,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,5788580291.0,72.0,5788580375.0,147.0,5788575947.0,56.0,Center,5788580377.0,230.0,95.2,53.2,,5788580373.0,146.0,5788580369.0,458.0,5788580371.0,100.0,,5788580295.0,82.0,,,,,,,,,,,,99.1,,,,blocked,left_foot,regular_play,15.652475842498529,63.43494882292201,0.0,0.8434752415750147,0.2951672353008665,0.5259402672202659,0.5259402672202659,False,-1,False,0.00832136552073582
2825751657,877,13,2,95,7,b5hjnvaafo5plphdcoeozkw49,1,80.2,49.1,2025-07-05T20:57:59.791Z,2025-07-06T01:25:28Z,5788577429.0,22.0,,5788579199.0,230.0,98.9,5788579189.0,102.0,51.9,5788579197.0,458.0,,5788579187.0,74.0,,5788579193.0,215.0,,5788579201.0,231.0,50,5788579191.0,103.0,62.5,1ry82n1adajgmjtce487u9q1g,G. Clinton,,5788579033.0,72.0,5788577431.0,18.0,5788577433.0,56.0,Center,5788579195.0,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,missed,left_foot,regular_play,19.820443990990714,2.6025622024998025,0.5,0.8017955600900929,0.9710826421944466,0.8120430166943711,0.8120430166943711,False,-1,False,0.006642852931576374
