id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/15/value,qualifier/16/value
2826150413,19,1,1,2,41,27z7xb0913v9ktnlazdhlspja,0,31.6,17,2025-07-07T19:03:26.996Z,2025-07-07T23:11:36Z,5790800243,56,Back,5790800251,213,6.25,5790800245,140,42.0,5790956569,3,,5790800249,212,10.9,5790800247,141,16.4,,,,,,,f24lwuatps6dy3yzdifyir6qd,Diana Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826150429,20,1,1,2,43,c072llfz8v0kxjb0y9243dftx,1,52.7,82.3,2025-07-07T19:03:29.881Z,2025-07-07T19:03:31Z,5790800347,141,94.0,5790800349,212,13.0,5790800343,56,Back,5790800341,155,,5790800345,140,42.9,5790800351,213,2.48,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826150433,21,1,1,2,45,c072llfz8v0kxjb0y9243dftx,0,42.9,94,2025-07-07T19:03:31.416Z,2025-07-07T19:03:33Z,5790800381,286,,5790800375,236,,5790800377,233,20,5790800357,157,,5790800359,56,Back,5790800365,212,3.8,5790800361,140,45.7,5790800369,1,,19cmbo4cc9cgh10wgotg3s0k5,E. Linari,5790800367,213,5.59,5790800363,141,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826150435,20,74,1,2,45,27z7xb0913v9ktnlazdhlspja,1,57.6,9.2,2025-07-07T19:03:31.417Z,2025-07-07T19:07:55Z,5790800373,285,,5790800371,56,Right,5790800401,233,21,,,,,,,,,,,,,,,,7dzhnro49uj2w4lj29v1mv845,Andreia Norton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826150441,21,5,1,2,46,27z7xb0913v9ktnlazdhlspja,0,50.8,-2,2025-07-07T19:03:32.520Z,2025-07-07T19:07:53Z,5790800417,56,Right,5790800419,347,,5790800471,233,22,,,,,,,,,,,,,,,,7dzhnro49uj2w4lj29v1mv845,Andreia Norton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826150451,22,5,1,2,46,c072llfz8v0kxjb0y9243dftx,1,49.2,102,2025-07-07T19:03:32.520Z,2025-07-07T19:03:38Z,5790800461,56,Back,5790800465,233,21,5790800463,347,,,,,,,,,,,,,,,,,19cmbo4cc9cgh10wgotg3s0k5,E. Linari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826150531,23,1,1,3,4,c072llfz8v0kxjb0y9243dftx,1,53.8,100,2025-07-07T19:03:50.104Z,2025-07-07T19:03:56Z,5790800883,1,,5790800877,141,92.9,5790800879,212,26.1,5790800875,140,77.9,5790800871,107,,5790800881,213,6.04,5790800873,56,Left,,,,19cmbo4cc9cgh10wgotg3s0k5,E. Linari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826150537,24,61,1,3,10,c072llfz8v0kxjb0y9243dftx,0,78.2,94.5,2025-07-07T19:03:56.824Z,2025-07-07T19:03:57Z,5790800891,56,Left,,,,,,,,,,,,,,,,,,,,,,7lt5as8r1xms7ujjgt7pynl5,S. Cantore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826150561,22,5,1,3,11,27z7xb0913v9ktnlazdhlspja,1,25.4,-1.5,2025-07-07T19:03:57.352Z,2025-07-07T19:07:53Z,5790801051,233,25,5790801049,347,,5790801047,56,Back,,,,,,,,,,,,,,,,7dlyawb4x2lr5gjcz5b1y5ivp,Fátima Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826150539,25,5,1,3,11,c072llfz8v0kxjb0y9243dftx,0,74.6,101.5,2025-07-07T19:03:57.352Z,2025-07-07T19:07:54Z,5790801055,233,22,5790800897,56,Left,5790800899,347,,,,,,,,,,,,,,,,,7lt5as8r1xms7ujjgt7pynl5,S. Cantore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826150571,23,1,1,3,22,27z7xb0913v9ktnlazdhlspja,1,30.3,0,2025-07-07T19:04:08.980Z,2025-07-07T19:04:11Z,5790801109,213,1.00,5790801107,212,14.0,5790801099,107,,5790801103,140,37.5,5790801105,141,15.3,5790801101,56,Back,,,,,,,8brmyhnddbrfem17hlo0x8z4l,Ana Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826150585,24,1,1,3,25,27z7xb0913v9ktnlazdhlspja,1,35.9,27.9,2025-07-07T19:04:11.692Z,2025-07-07T19:04:16Z,5790801189,213,1.86,5790801187,212,34.8,5790801185,141,77.0,5790801181,56,Back,5790801191,1,,5790801183,140,26.5,,,,,,,bzcupszwezr2tzjpytyv2fka2,Kika Nazareth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826150615,25,1,1,3,29,27z7xb0913v9ktnlazdhlspja,1,27.4,78.8,2025-07-07T19:04:15.948Z,2025-07-07T19:04:22Z,5790801335,141,86.6,5790801331,56,Left,5790801341,1,,5790801339,213,0.11,5790801337,212,50.3,5790801333,140,75.0,,,,,,,7lx9lvt04ne2umnr922nbx68l,Joana Marchão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826150619,26,1,1,3,36,27z7xb0913v9ktnlazdhlspja,1,74.8,79.9,2025-07-07T19:04:22.884Z,2025-07-07T19:04:24Z,5790801373,56,Left,5790801381,213,0.28,5790801375,140,89.8,5790801379,212,16.4,5790801377,141,86.5,,,,,,,,,,9z1t9mvz8t05hzqoxzo6wt1hx,Diana Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826150623,27,1,1,3,38,27z7xb0913v9ktnlazdhlspja,0,91.4,85,2025-07-07T19:04:24.388Z,2025-07-07T23:13:07Z,5790801415,1,,5790801411,212,40.1,5790801413,213,4.97,5790801445,345,,5790801403,155,,5790958189,72,,5790958187,224,,5790801409,141,28.0,7lx9lvt04ne2umnr922nbx68l,Joana Marchão,5790801407,140,100.0,5790801401,2,,5790801405,56,Center,,,,,,,,,,,,,,,,,,,,,,,,
2826150679,26,5,1,3,41,c072llfz8v0kxjb0y9243dftx,1,-0.8,67,2025-07-07T19:04:27.393Z,2025-07-07T19:07:54Z,5790801653,346,,5790801651,56,Back,5790801655,233,28,,,,,,,,,,,,,,,,1my1q5jn165pnwue7jzoip756,L. Di Guglielmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826150627,28,5,1,3,41,27z7xb0913v9ktnlazdhlspja,0,100.8,33,2025-07-07T19:04:27.393Z,2025-07-07T19:04:48Z,5790801429,56,Center,5790801431,346,,5790801673,233,26,,,,,,,,,,,,,,,,7lx9lvt04ne2umnr922nbx68l,Joana Marchão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826150695,27,1,1,4,4,c072llfz8v0kxjb0y9243dftx,1,4.3,49.9,2025-07-07T19:04:50.504Z,2025-07-07T19:04:52Z,5790801793,141,92.9,5790801799,1,,5790801797,213,1.06,5790801789,56,Back,5790801787,124,,5790801791,140,19.9,5790801795,212,33.5,5790801803,237,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826150705,28,1,1,4,6,c072llfz8v0kxjb0y9243dftx,0,20.7,92.9,2025-07-07T19:04:52.840Z,2025-07-07T19:04:55Z,5790801855,56,Back,5790801863,213,6.23,5790801859,141,91.1,5790801857,140,42.4,5790801861,212,22.8,,,,,,,,,,aat1vixi4qu8bmxtw45maqytx,L. Boattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826178943,746,45,1,4,9,c072llfz8v0kxjb0y9243dftx,0,39,87.9,2025-07-07T19:04:55.322Z,2025-07-07T23:14:16Z,5790959179,233,855,5790959149,285,,5790959147,56,Back,,,,,,,,,,,,,,,,botcpxadt5i04s4p8prbd3dyi,E. Severini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826178945,855,3,1,4,9,27z7xb0913v9ktnlazdhlspja,1,61,12.1,2025-07-07T19:04:55.322Z,2025-07-07T23:14:16Z,5790959151,56,Right,5790959155,286,,5790959159,233,746,5790959157,465,,,,,,,,,,,,,,8brmyhnddbrfem17hlo0x8z4l,Ana Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826150707,29,49,1,4,9,27z7xb0913v9ktnlazdhlspja,1,58.1,12.2,2025-07-07T19:04:55.796Z,2025-07-07T19:04:55Z,,,,,,,,,,,,,,,,,,,,,,,,,8brmyhnddbrfem17hlo0x8z4l,Ana Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
