id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,shot_type,bodypart,type_of_play,distance_to_goal,angle_to_goal,shot_type_weight,inv_distance,angle_score,danger_score_fenwick,danger_score_corsi,isIntentionalAssist,RelatedPlayerId,isGoal,danger_score_logit
2825364591,539,13,2,51,45,65bdix24paj4i7niwm61pbrx9,1,80.4,77.9,2025-07-02T20:10:57.272Z,2025-07-02T20:11:59Z,5786410199.0,20.0,,5786410277.0,55.0,538,5786410283.0,103.0,80.6,5786410273.0,81.0,,5786410151.0,56.0,Center,5786410289.0,231.0,52.7,5786410287.0,230.0,98.2,5786410147.0,22.0,,bobxj68o75wejtxot5i1aisx5,N. Riesen,5786410149.0,18.0,5786410275.0,29.0,,5786410285.0,215.0,,5786410281.0,102.0,,,,,,,,,,,,,,36.6,,,,,,,,,,,missed,right_foot,regular_play,34.09648075681712,54.91161505410389,0.5,0.6590351924318287,0.38987094384329013,0.5805753601257185,0.5805753601257185,False,-1,False,0.0
2825364795,516,16,2,53,11,3am1t05nqol6kzj4jknzk0skn,1,97.7,48.4,2025-07-02T20:12:23.227Z,2025-07-03T00:22:37Z,5786411463.0,56.0,Center,5786412215.0,214.0,,5786412213.0,103.0,7.6,5786411731.0,15.0,,5786412217.0,230.0,98.5,5786411729.0,25.0,,5786412207.0,55.0,515,5786412307.0,468.0,545,9q17y46tt61m27cpvaxuhknp,A. Hegerberg,5786412203.0,29.0,5786582033.0,396.0,53.1,5786412205.0,154.0,,5786411741.0,375.0,,,5786411737.0,374.0,5786412211.0,102.0,48.4,5786411735.0,328.0,,5786411461.0,16.0,,53:11.227,2025-07-02 21:12:23.068,5786412219.0,231.0,45.8,,5786582031.0,395.0,2.0,5786412201.0,78.0,goal,head,from_corner,2.8017851452243785,34.82448915695686,1.2,0.9719821485477562,0.6130612315893682,0.9127112288959129,0.9127112288959129,True,-1,True,1.0
2825365113,562,13,2,55,46,65bdix24paj4i7niwm61pbrx9,1,95.8,43.1,2025-07-02T20:14:58.454Z,2025-07-02T20:17:43Z,5786413657.0,29.0,,5786413659.0,154.0,,5786413677.0,230.0,98.8,5786413679.0,231.0,47.8,5786413653.0,72.0,,5786413673.0,391.0,,5786413671.0,328.0,,5786413655.0,75.0,,7qriv77djurpyvs986k0pppg4,I. Beney,5786413353.0,56.0,5786413349.0,22.0,,5786413667.0,103.0,15.3,5786413669.0,214.0,Center,,5786413351.0,60.0,5786413719.0,108.0,,5786413661.0,55.0,561,5786413665.0,102.0,38.7,,,,,,,,,,,,missed,left_foot,regular_play,8.077747210701755,58.671307132195814,0.5,0.9192225278929824,0.34809658742004657,0.6721179873832069,0.6721179873832069,True,-1,False,0.00910509257724986
2825365397,571,16,2,57,39,65bdix24paj4i7niwm61pbrx9,1,8.8,44.2,2025-07-02T20:16:51.393Z,2025-07-03T00:22:38Z,5786415077.0,56.0,Center,5786415289.0,281.0,2cl7scn4j10rfq44mweo735cl,5786415287.0,280.0,OWN_GOAL,5786415279.0,102.0,52.8,5786415073.0,17.0,,5786415277.0,76.0,,5786415283.0,230.0,93.2,5786415071.0,22.0,,1n0m61yur5f3fcfgvogm23kk5,J. Stierli,5786415285.0,231.0,5786415159.0,20.0,,5786415075.0,28.0,,5786415281.0,103.0,52.3,,5786415291.0,282.0,5786415161.0,374.0,2025-07-02 21:16:50.790,5786415165.0,375.0,57:38.949,5786582083.0,396.0,49.1,16.5,3am1t05nqol6kzj4jknzk0skn,5786415293.0,472.0,543,,5786582081.0,395.0,92.8,,,goal,right_foot,regular_play,91.38424371848792,3.638909945490127,1.2,0.08615756281512077,0.9595676672723319,0.6623333253077478,0.6623333253077478,False,-1,True,0.7483714060684383
2825365913,572,15,2,62,13,3am1t05nqol6kzj4jknzk0skn,1,91.6,43.0,2025-07-02T20:21:25.202Z,2025-07-03T00:22:40Z,5786418841.0,147.0,44.4,5786418845.0,233.0,613,5786418205.0,56.0,Center,5786418829.0,102.0,49.6,5786418201.0,22.0,,5786418827.0,78.0,,5786582125.0,328.0,,5786418831.0,103.0,3.8,9q17y46tt61m27cpvaxuhknp,A. Hegerberg,5786418835.0,89.0,5786418735.0,20.0,,5786418833.0,214.0,,5786418203.0,17.0,,,5786418839.0,146.0,5786418837.0,458.0,,,,,,,,,93.6,,,,,,,,,,on_target,right_foot,regular_play,10.93434954626932,39.805571092265176,1.0,0.8906565045373068,0.5577158767526091,0.8235773648407055,0.8235773648407055,False,-1,False,0.021475005792547207
2825365923,574,15,2,62,19,3am1t05nqol6kzj4jknzk0skn,1,74.7,40.6,2025-07-02T20:21:30.914Z,2025-07-03T00:22:41Z,5786419057.0,146.0,95.9,5786419059.0,147.0,48.4,5786419047.0,102.0,51.0,5786419053.0,328.0,,5786419049.0,103.0,15.2,5786418991.0,20.0,,5786419051.0,215.0,,5786419055.0,458.0,,5adluw93r1tx4n3ta3wyhj7bp,V. Bøe Risa,5786419045.0,78.0,5786418245.0,18.0,,5786419067.0,233.0,615,5786418247.0,56.0,,,5786418243.0,22.0,,,,,,,,,,Center,,,,,,,,,,,on_target,right_foot,regular_play,26.98981289301576,20.38212101112973,1.0,0.7301018710698424,0.7735319887652252,0.8241003450575045,0.8241003450575045,False,-1,False,0.012534649721048558
2825366127,634,15,2,65,36,65bdix24paj4i7niwm61pbrx9,1,77.9,29.9,2025-07-02T20:24:47.981Z,2025-07-03T00:22:43Z,5786582225.0,76.0,,5786419943.0,233.0,584,5786419885.0,103.0,4.4,5786419877.0,29.0,,5786419879.0,55.0,633,5786419883.0,102.0,52.6,5786419889.0,146.0,97.7,5786419887.0,215.0,,82attu22oztrh3s274g5yv1t5,G. Reuteler,5786420715.0,133.0,5786419685.0,18.0,,5786419827.0,72.0,,5786419683.0,22.0,,,5786419891.0,147.0,5786419687.0,56.0,Center,,,,,,,,48.2,,,,,,,,,,on_target,left_foot,regular_play,29.873399538720058,42.286590554966686,1.0,0.7012660046127994,0.5301489938337035,0.7395510999952307,0.7395510999952307,False,-1,False,0.007518118447896859
2825366133,635,13,2,65,38,65bdix24paj4i7niwm61pbrx9,1,93.4,68.3,2025-07-02T20:24:50.838Z,2025-07-02T20:30:19Z,5786419805.0,103.0,70.8,5786419801.0,77.0,,5786421595.0,328.0,,5786419803.0,102.0,59.3,5786419721.0,56.0,Center,5786419809.0,230.0,98.0,5786419807.0,458.0,,5786419719.0,64.0,,bobxj68o75wejtxot5i1aisx5,N. Riesen,5786419717.0,22.0,5786419811.0,231.0,54.5,5786419777.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,missed,left_foot,regular_play,19.453791404248165,70.16787014978163,0.5,0.8054620859575183,0.2203569983357596,0.5882919338837352,0.5882919338837352,False,-1,False,0.0023849723112301133
2825366291,591,13,2,69,3,3am1t05nqol6kzj4jknzk0skn,1,88.5,50.0,2025-07-02T20:28:15.167Z,2025-07-02T20:28:28Z,5786420985.0,83.0,,5786420889.0,17.0,,5786420887.0,9.0,,5786420989.0,103.0,5.6,5786420987.0,102.0,57.5,5786420993.0,458.0,,5786420997.0,231.0,50.2,5786420999.0,353.0,645,9q17y46tt61m27cpvaxuhknp,A. Hegerberg,5786420891.0,56.0,5786420893.0,214.0,,5786420939.0,20.0,,5786420991.0,390.0,Center,,5786420995.0,230.0,,,,,,,,,,427596,99.8,,,,,,,,,,missed,right_foot,penalty,11.5,0.0,0.5,0.885,1.0,0.854,0.854,False,-1,False,0.015317285027546222
2825367917,733,15,2,82,16,65bdix24paj4i7niwm61pbrx9,1,88.2,56.3,2025-07-02T20:41:28.359Z,2025-07-02T20:41:59Z,5786430273.0,146.0,92.3,5786430259.0,154.0,,5786430145.0,17.0,,5786430257.0,29.0,,5786430143.0,22.0,,5786430275.0,147.0,54.9,5786430271.0,89.0,,5786430147.0,56.0,Center,82attu22oztrh3s274g5yv1t5,G. Reuteler,5786430367.0,233.0,5786430197.0,20.0,,5786430267.0,103.0,19,5786430269.0,214.0,679,,5786430581.0,76.0,5786430585.0,230.0,99.1,5786430583.0,82.0,,5786430261.0,55.0,732.0,,,5786430265.0,102.0,52.2,,5786430587.0,231.0,50.0,,,blocked,right_foot,regular_play,13.376471881628575,28.097682967435947,0.0,0.8662352811837143,0.6878035225840451,0.6528351692486992,0.6528351692486992,True,-1,False,0.01371017607070342
2825368579,709,13,2,87,3,3am1t05nqol6kzj4jknzk0skn,1,83.3,63.4,2025-07-02T20:46:15.013Z,2025-07-02T20:47:40Z,5786434047.0,83.0,,5786434049.0,29.0,,5786434053.0,55.0,708,5786433947.0,22.0,,5786434057.0,102.0,58.5,5786434059.0,103.0,6.9,5786434051.0,154.0,,5786434071.0,231.0,56.9,8gh56ar8x8yxjfcm66m7532ll,C. Bizet,5786433951.0,56.0,5786434067.0,328.0,,5786434069.0,230.0,91.4,5786434063.0,89.0,Center,,5786433991.0,20.0,5786434061.0,214.0,,5786434065.0,108.0,,5786435201.0,64.0,,,,,,,,,,,,,missed,right_foot,regular_play,21.411445537375567,38.74339065944394,0.5,0.7858855446262443,0.569517881561734,0.6852095823190179,0.6852095823190179,True,-1,False,0.004557326429480715
2825368909,776,15,2,89,1,65bdix24paj4i7niwm61pbrx9,1,88.3,77.6,2025-07-02T20:48:13.723Z,2025-07-02T20:52:56Z,5786439367.0,20.0,,5786439369.0,64.0,,5786439169.0,22.0,,5786439625.0,233.0,720,5786439443.0,29.0,,5786439457.0,147.0,53.6,5786435719.0,56.0,Center,5786439453.0,215.0,,evuecbix95d4iyto12tckcmsq,A. Pilgrim,5786439449.0,102.0,5786439451.0,103.0,22.2,5786439455.0,146.0,98.8,5786439441.0,81.0,46.7,,5786439445.0,55.0,,,,,,,,,,,775,,,,,,,,,,on_target,right_foot,regular_play,29.977491556165933,67.02727866917132,1.0,0.7002250844383406,0.2552524592314297,0.6566657715447651,0.6566657715447651,False,-1,False,0.0027200988817272305
2825368917,777,15,2,89,5,65bdix24paj4i7niwm61pbrx9,1,93.3,35.2,2025-07-02T20:48:17.701Z,2025-07-02T20:54:14Z,5786440373.0,78.0,,5786436343.0,231.0,48.6,5786436257.0,20.0,,5786436103.0,22.0,,5786436335.0,100.0,,5786435749.0,56.0,Center,5786436333.0,458.0,,5786436337.0,146.0,97.8,7qriv77djurpyvs986k0pppg4,I. Beney,5786436105.0,63.0,5786436341.0,230.0,98.6,5786436873.0,328.0,,5786436359.0,233.0,,,5786436261.0,82.0,5786436329.0,102.0,48.5,5786436331.0,103.0,19,5786436339.0,147.0,44.2,723,,,,,,,,,,,blocked,right_foot,regular_play,16.245922565370055,65.6436087472036,0.0,0.8375407743462995,0.27062656947551555,0.5162042805811745,0.5162042805811745,False,-1,False,0.012032550326600161
2825368923,778,15,2,89,6,65bdix24paj4i7niwm61pbrx9,1,92.6,62.8,2025-07-02T20:48:18.709Z,2025-07-02T20:54:06Z,5786436215.0,230.0,98.9,5786436211.0,146.0,94.2,5786435769.0,22.0,,5786436149.0,20.0,,5786436153.0,82.0,,5786437635.0,328.0,,5786436217.0,231.0,53.2,5786436219.0,233.0,721,evuecbix95d4iyto12tckcmsq,A. Pilgrim,5786436213.0,147.0,5786436203.0,76.0,,5786436209.0,458.0,,5786435773.0,56.0,60.7,,5786436207.0,103.0,5786435771.0,17.0,,5786436205.0,102.0,52.9,,,,Center,19,,,,,,,,,,blocked,right_foot,regular_play,14.785127662620976,59.96671956400483,0.0,0.8521487233737902,0.33370311595550184,0.5409704241361667,0.5409704241361667,False,-1,False,0.011496887985455688
2825369619,826,13,2,94,7,65bdix24paj4i7niwm61pbrx9,1,74.7,59.0,2025-07-02T20:53:19.106Z,2025-07-02T20:53:27Z,5786439981.0,231.0,49.8,5786439889.0,20.0,,5786439975.0,103.0,73.6,5786439973.0,102.0,36.1,5786439979.0,230.0,98.6,5786439977.0,215.0,,5786439825.0,18.0,,5786439965.0,81.0,,evuecbix95d4iyto12tckcmsq,A. Pilgrim,5786439969.0,55.0,5786439967.0,29.0,,5786439827.0,56.0,Center,5786439823.0,22.0,825,,,,,,,,,,,,,,,,,,,,,,,,missed,right_foot,regular_play,26.853118999475644,19.582060844686787,0.5,0.7314688100052436,0.7824215461701468,0.7273139878531414,0.7273139878531414,False,-1,False,0.005320581295345504
2825369771,761,13,2,96,4,3am1t05nqol6kzj4jknzk0skn,1,84.4,58.1,2025-07-02T20:55:16.429Z,2025-07-02T20:58:58Z,5786440813.0,22.0,,5786440817.0,56.0,Center,5786440911.0,230.0,98.8,5786440913.0,231.0,51.1,5786440879.0,72.0,,5786440815.0,17.0,,5786440907.0,215.0,,5786440909.0,458.0,,5de2lhx1gnd8ks8pmge8plb6d,S. Jensen,5786440903.0,102.0,5786440905.0,103.0,15.3,5786440901.0,75.0,,,,40,,,,,,,,,,,,,,,,,,,,,,,,missed,left_foot,regular_play,17.5775424903483,27.43972794819932,0.5,0.824224575096517,0.6951141339088964,0.7382240702112757,0.7382240702112757,False,-1,False,0.006486323832202536
