id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/13/value,assist
2825709879,5,1,1,0,11,185xqd7s06sm2t85sxzfkrl,0,29.9,62.3,2025-07-05T19:02:15.721Z,2025-07-05T19:02:16Z,5788343931,56,Back,5788343935,141,84.3,5788343929,155,,5788343933,140,39.4,5788343937,212,18.0,5788343939,213,0.98,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825709891,7,1,1,0,11,b5hjnvaafo5plphdcoeozkw49,1,65.7,15.5,2025-07-05T19:02:15.930Z,2025-07-05T19:02:18Z,5788344031,213,0.56,5788344029,212,10.8,5788344025,140,74.4,5788344021,3,,5788344023,56,Center,5788344027,141,24.0,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825709897,8,1,1,0,13,b5hjnvaafo5plphdcoeozkw49,0,75,21,2025-07-05T19:02:18.025Z,2025-07-05T19:02:19Z,5788344059,141,0.0,5788344057,140,75.6,5788344063,213,4.75,5788344055,56,Right,5788344061,212,15.0,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825709951,6,5,1,0,14,185xqd7s06sm2t85sxzfkrl,1,23.4,101,2025-07-05T19:02:19.398Z,2025-07-05T19:21:32Z,5788344357,347,,5788344355,56,Back,5788344375,233,9,,,,,,,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825709899,9,5,1,0,14,b5hjnvaafo5plphdcoeozkw49,0,76.6,-1,2025-07-05T19:02:19.398Z,2025-07-05T19:21:32Z,5788344395,233,6,5788344067,347,,5788344065,56,Right,,,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825709971,7,1,1,0,31,185xqd7s06sm2t85sxzfkrl,1,24.5,100,2025-07-05T19:02:36.008Z,2025-07-05T19:02:39Z,5788344481,213,5.22,5788344475,140,28.3,5788344479,212,8.2,5788344477,141,90.9,5788344473,56,Back,5788344471,107,,,,,,,,f30p9xqwupzhhiitqubpi79bd,S. Bacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825709973,8,61,1,0,34,185xqd7s06sm2t85sxzfkrl,0,28,90,2025-07-05T19:02:39.193Z,2025-07-05T19:02:39Z,5788344485,56,Back,,,,,,,,,,,,,,,,,,,,,,7add1fkvvxb1v573fobgh1ryt,S. Karchaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825709981,10,1,1,0,35,b5hjnvaafo5plphdcoeozkw49,1,75.6,17,2025-07-05T19:02:39.641Z,2025-07-05T19:02:40Z,5788344519,213,6.02,5788344515,141,12.9,5788344517,212,10.9,5788344513,140,85.6,5788344511,56,Right,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825709983,11,49,1,0,36,b5hjnvaafo5plphdcoeozkw49,1,86.9,13.8,2025-07-05T19:02:40.666Z,2025-07-05T19:02:40Z,,,,,,,,,,,,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825709989,12,1,1,0,37,b5hjnvaafo5plphdcoeozkw49,1,91.8,14,2025-07-05T19:02:41.801Z,2025-07-05T19:02:50Z,5788344709,210,13,5788344559,141,36.9,5788344555,56,Center,5788344561,212,15.8,5788344563,213,1.73,5788344711,154,,5788344557,140,89.4,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825709993,13,13,1,0,39,b5hjnvaafo5plphdcoeozkw49,1,92.3,32.5,2025-07-05T19:02:43.947Z,2025-07-05T21:36:44Z,5788344729,102,51.9,5788344619,20,,5788344739,231,47.1,5788632745,74,,5788344731,103,66.7,5788344723,154,,5788344721,29,,5788344735,230,98.9,9n2d2dv38kp2exb7z3xh2ykiy,L. James,,5788344579,22,5788344581,63,5788344725,55,12,5788344583,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710049,9,5,1,0,40,185xqd7s06sm2t85sxzfkrl,1,-1.4,55.6,2025-07-05T19:02:44.921Z,2025-07-05T19:21:33Z,5788344871,346,,5788344881,233,14,5788344869,56,Back,,,,,,,,,,,,,,,,7add1fkvvxb1v573fobgh1ryt,S. Karchaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710001,14,5,1,0,40,b5hjnvaafo5plphdcoeozkw49,0,101.4,44.4,2025-07-05T19:02:44.921Z,2025-07-05T19:21:33Z,5788344889,233,9,5788344615,346,,5788344613,56,Center,,,,,,,,,,,,,,,,9n2d2dv38kp2exb7z3xh2ykiy,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710079,10,1,1,0,57,185xqd7s06sm2t85sxzfkrl,1,4.9,42.2,2025-07-05T19:03:01.448Z,2025-07-05T19:03:15Z,5788345041,212,24.4,5788345043,213,5.17,5788345035,56,Back,5788345047,237,,5788345039,141,10.1,5788345037,140,15.2,5788345033,124,,5788345371,189,,czmpp6e2oo276u9prac16le51,P. Peyraud-Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710087,11,1,1,0,59,185xqd7s06sm2t85sxzfkrl,1,15.2,10.1,2025-07-05T19:03:03.624Z,2025-07-05T19:03:05Z,5788345053,141,13.4,5788345049,56,Back,5788345057,213,0.15,5788345055,212,14.7,5788345051,140,29.0,5788345061,189,,,,,,,,d7ajth6q3ebg8yrf65uqc8xrd,É. De Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710101,12,1,1,1,2,185xqd7s06sm2t85sxzfkrl,1,23.9,15.8,2025-07-05T19:03:06.584Z,2025-07-05T19:03:07Z,5788345093,140,22.9,5788345097,212,8.3,5788345091,56,Back,5788345095,141,3.7,5788345099,213,4.59,,,,,,,,,,3gu9gaz6w7eq79qnaqj3b7jdh,D. Cascarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710109,13,1,1,1,3,185xqd7s06sm2t85sxzfkrl,1,22.9,3.7,2025-07-05T19:03:07.560Z,2025-07-05T19:03:09Z,5788345137,140,18.1,5788345139,141,14.8,5788345143,213,2.16,5788345135,56,Back,5788345141,212,9.1,,,,,,,,,,d7ajth6q3ebg8yrf65uqc8xrd,É. De Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710111,15,83,1,1,3,b5hjnvaafo5plphdcoeozkw49,0,79.1,90.3,2025-07-05T19:03:08.305Z,2025-07-05T21:36:57Z,5788345251,399,eihksc6tdooqw7ref4nt520a,,,,,,,,,,,,,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710125,14,1,1,1,4,185xqd7s06sm2t85sxzfkrl,1,18.8,15.8,2025-07-05T19:03:09.256Z,2025-07-05T19:03:10Z,5788345211,140,11.8,5788345215,212,7.4,5788345209,56,Back,5788345213,141,16.1,5788345217,213,3.11,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710127,15,1,1,1,6,185xqd7s06sm2t85sxzfkrl,0,11.8,11.9,2025-07-05T19:03:10.840Z,2025-07-05T19:03:11Z,5788345245,286,,5788345221,56,Back,5788345223,140,14.1,5788345227,212,2.9,5788345241,233,16,5788345229,213,5.69,5788345225,141,9.5,5788345239,236,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710131,16,74,1,1,6,b5hjnvaafo5plphdcoeozkw49,1,83.1,92.1,2025-07-05T19:03:10.841Z,2025-07-05T19:21:39Z,5788345237,285,,5788345235,56,Left,5788345253,233,15,,,,,,,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710153,16,5,1,1,8,185xqd7s06sm2t85sxzfkrl,1,9.4,-1.6,2025-07-05T19:03:12.698Z,2025-07-05T19:21:33Z,5788345367,56,Back,5788345389,233,17,5788345369,347,,,,,,,,,,,,,,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710137,17,5,1,1,8,b5hjnvaafo5plphdcoeozkw49,0,90.6,101.6,2025-07-05T19:03:12.698Z,2025-07-05T19:21:33Z,5788345395,233,16,5788345263,347,,5788345261,56,Left,,,,,,,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710141,18,43,1,1,8,b5hjnvaafo5plphdcoeozkw49,1,0,0,2025-07-05T19:03:12.776Z,2025-07-05T19:03:14Z,5788345275,56,Left,5788345335,144,5,5788345277,347,0,,,,,,,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710197,17,1,1,1,22,185xqd7s06sm2t85sxzfkrl,1,15.5,0,2025-07-05T19:03:27.273Z,2025-07-05T19:03:30Z,5788345659,140,21.4,5788345663,212,9.0,5788345661,141,8.3,5788345655,107,,5788345657,56,Back,5788345665,213,0.82,,,,,,,d7ajth6q3ebg8yrf65uqc8xrd,É. De Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710201,18,1,1,1,26,185xqd7s06sm2t85sxzfkrl,1,20.1,2.2,2025-07-05T19:03:30.440Z,2025-07-05T19:55:55Z,5788345687,212,4.0,5788345683,140,16.4,5788345681,56,Back,5788345685,141,0.8,5788345689,213,3.38,,,,,,,,,,1j5u2majmm2vnsgxscl9kjzyt,G. Geyoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710205,19,3,1,1,27,185xqd7s06sm2t85sxzfkrl,0,17.8,2.3,2025-07-05T19:03:31.799Z,2025-07-05T21:37:18Z,5788633831,465,,5788345707,285,,5788345759,233,19,5788345705,56,Back,,,,,,,,,,,,,d7ajth6q3ebg8yrf65uqc8xrd,É. De Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710211,19,7,1,1,27,b5hjnvaafo5plphdcoeozkw49,1,82.2,97.7,2025-07-05T19:03:31.800Z,2025-07-05T21:37:21Z,5788345735,56,Left,5788345737,286,,5788345733,167,,5788345739,233,19,5788633875,385,,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710217,20,5,1,1,29,185xqd7s06sm2t85sxzfkrl,1,17.9,-0.8,2025-07-05T19:03:33.705Z,2025-07-05T19:21:34Z,5788345833,233,20,5788345777,347,,5788345775,56,Back,,,,,,,,,,,,,,,,d7ajth6q3ebg8yrf65uqc8xrd,É. De Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710227,20,5,1,1,29,b5hjnvaafo5plphdcoeozkw49,0,82.1,100.8,2025-07-05T19:03:33.705Z,2025-07-05T19:21:34Z,5788345837,233,20,5788345829,347,,5788345827,56,Left,,,,,,,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710231,21,1,1,1,31,185xqd7s06sm2t85sxzfkrl,1,16.5,0,2025-07-05T19:03:36.024Z,2025-07-05T19:03:37Z,5788345849,56,Back,5788345853,141,13.0,5788345857,213,1.09,5788345851,140,21.3,5788345855,212,11.0,5788345847,107,,,,,,,,d7ajth6q3ebg8yrf65uqc8xrd,É. De Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710243,22,1,1,1,33,185xqd7s06sm2t85sxzfkrl,1,21.3,13,2025-07-05T19:03:37.463Z,2025-07-05T19:03:39Z,5788345923,213,4.19,5788345917,140,18.3,5788345913,3,,5788345921,212,6.3,5788345919,141,4.9,5788345915,56,Back,,,,,,,1j5u2majmm2vnsgxscl9kjzyt,G. Geyoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710253,23,1,1,1,34,185xqd7s06sm2t85sxzfkrl,1,18.3,4.6,2025-07-05T19:03:39.065Z,2025-07-05T19:03:42Z,5788345973,141,9.5,5788345977,213,0.15,5788345971,140,39.6,5788345975,212,22.6,5788345969,56,Back,5788345967,155,,,,,,,,d7ajth6q3ebg8yrf65uqc8xrd,É. De Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710263,21,83,1,1,35,b5hjnvaafo5plphdcoeozkw49,0,67.3,90.9,2025-07-05T19:03:40.336Z,2025-07-05T21:37:50Z,5788346217,399,6wn8b28z58phojo0llfp291at,,,,,,,,,,,,,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710261,24,61,1,1,36,185xqd7s06sm2t85sxzfkrl,1,38.9,9.7,2025-07-05T19:03:41.216Z,2025-07-05T21:37:54Z,5788346031,56,Back,,,,,,,,,,,,,,,,,,,,,,6wn8b28z58phojo0llfp291at,M. Katoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710293,25,1,1,1,38,185xqd7s06sm2t85sxzfkrl,1,34.9,16,2025-07-05T19:03:43.032Z,2025-07-05T19:03:49Z,5788346189,141,6.5,5788346185,56,Back,5788346187,140,37.1,5788346193,213,5.06,5788346191,212,6.9,,,,,,,,,,1j5u2majmm2vnsgxscl9kjzyt,G. Geyoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710291,22,83,1,1,44,b5hjnvaafo5plphdcoeozkw49,0,62.7,90.2,2025-07-05T19:03:48.601Z,2025-07-05T19:08:56Z,5788346215,399,3gu9gaz6w7eq79qnaqj3b7jdh,,,,,,,,,,,,,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710297,26,61,1,1,44,185xqd7s06sm2t85sxzfkrl,0,37.4,6.4,2025-07-05T19:03:49.042Z,2025-07-05T19:03:49Z,5788346207,56,Back,,,,,,,,,,,,,,,,,,,,,,3gu9gaz6w7eq79qnaqj3b7jdh,D. Cascarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710307,23,3,1,1,44,b5hjnvaafo5plphdcoeozkw49,0,58.4,86.7,2025-07-05T19:03:49.337Z,2025-07-05T21:38:10Z,5788346247,56,Left,5788346259,233,27,5788635341,464,,5788346249,286,,,,,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710299,27,7,1,1,44,185xqd7s06sm2t85sxzfkrl,1,41.6,13.3,2025-07-05T19:03:49.338Z,2025-07-05T21:38:12Z,5788346213,285,,5788635489,384,,5788346251,233,23,5788346211,56,Back,,,,,,,,,,,,,3gu9gaz6w7eq79qnaqj3b7jdh,D. Cascarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710319,28,1,1,1,49,185xqd7s06sm2t85sxzfkrl,1,52.9,19,2025-07-05T19:03:54.057Z,2025-07-05T19:03:55Z,5788346299,56,Right,5788346307,213,5.13,5788346303,141,2.3,5788346301,140,57.7,5788346305,212,12.4,,,,,,,,,,6wn8b28z58phojo0llfp291at,M. Katoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710331,29,1,1,1,50,185xqd7s06sm2t85sxzfkrl,1,57.7,1.6,2025-07-05T19:03:55Z,2025-07-05T19:03:57Z,5788346381,140,64.8,5788346383,141,7.4,5788346387,213,0.49,5788346379,56,Right,5788346385,212,8.4,,,,,,,,,,1j5u2majmm2vnsgxscl9kjzyt,G. Geyoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710339,30,1,1,1,51,185xqd7s06sm2t85sxzfkrl,0,66,5.3,2025-07-05T19:03:55.448Z,2025-07-05T19:05:17Z,5788346419,140,62.3,5788346425,213,2.88,5788346421,141,6.8,5788346417,56,Right,5788346423,212,4.0,,,,,,,,,,3gu9gaz6w7eq79qnaqj3b7jdh,D. Cascarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710333,24,1,1,1,52,b5hjnvaafo5plphdcoeozkw49,0,43.3,92.6,2025-07-05T19:03:56.921Z,2025-07-05T19:03:57Z,5788346399,213,1.69,5788346395,141,100.0,5788346391,56,Back,5788346397,212,6.0,5788346393,140,42.6,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710337,25,5,1,1,53,b5hjnvaafo5plphdcoeozkw49,0,40.6,101,2025-07-05T19:03:57.666Z,2025-07-05T19:21:34Z,5788346537,233,31,5788346415,347,,5788346413,56,Back,,,,,,,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825710355,31,5,1,1,53,185xqd7s06sm2t85sxzfkrl,1,59.4,-1,2025-07-05T19:03:57.666Z,2025-07-05T19:21:34Z,5788346509,56,Right,5788346511,347,,5788346533,233,25,,,,,,,,,,,,,,,,3gu9gaz6w7eq79qnaqj3b7jdh,D. Cascarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
